stop_name
Abfaltersbach Bahnhof
Absdorf-Hippersdorf Bahnhof
Achau Bahnhof
Achenlohe Bahnhst
Achenlohe Lichteneck
Achleitnersiedlung Bahnhst
Admont Bahnhof
Aich-Assach Bahnhof
Aigen-Schlägl Bahnhof
Aisthofen Bahnhst
Allentsteig Bahnhof
Allerheiligen-Mürzhofen Bahnhof
Altach Bahnhof
Altenhof/Kamp Bahnhof
Altenmarkt Bahnhof
Altenstadt Bahnhof
Altmünster/Traunsee Bahnhof
Amstetten Bahnhof
Andorf Bahnhof
Angern
Annenheim Bahnhst
Ansfelden Bahnhof
Antiesenhofen Bahnhof
Arbing
Arbing Bahnhof
Ardning Bahnhof
Arnbach Abzw Weitlanbrunn
Arnbach Tarifpunkt
Arnoldstein Bahnhof
Aschbach Bahnhof
Aspang Markt Bahnhof
Asten-Fisching
Attnang-Puchheim Bahnhof
Attnang-Puchheim Bahnhof (Obergeschoss/B1)
Atzenbrugg Bahnhof
Augsburg Hauptbahnhof
Aurachkirchen Bahnhof
Aurolzmünster Bahnhst
Ausschlag-Zöbern Bahnhof
Bad Aussee Bahnhof
Bad Blumau Bahnhof
Bad Deutsch-Altenburg Bahnhof
Bad Erlach Bahnhof
Bad Fischau Bahnhof
Bad Fischau-Brunn Bahnhof
Bad Gastein Bahnhof
Bad Goisern Bahnhof
Bad Goisern Jodschwefelbad Bahnhst
Bad Hofgastein Bahnhof
Bad Ischl Bahnhof
Bad Mitterndorf Bahnhof
Bad Mitterndorf-Heilbrunn Bahnhof
Bad Radkersburg Bahnhof
Bad Ried Bahnhst
Bad Sauerbrunn Bahnhof
Bad Schallerbach-Wallern Bahnhof
Bad Vigaun S-Bahn
Bad Vöslau Bahnhof
Bad Waltersdorf Bahnhof
Baden Bahnhof
Baumgarten-Schattendorf Bahnhof
Baumgartenberg Bahnhst
Berg im Drautal Bahnhst
Bergern am Hausruck Bahnhst
Berlin Hauptbahnhof
Berlin Südkreuz
Berndorf Stadt Bahnhof
Berndorf/Triesting Fabrik Bahnhof
Bernhardsthal Bahnhof
Bierbaum/Safen Bahnhof
Bisamberg Bahnhof
Bischofshofen Bahnhof
Bleiburg Bahnhof
Bleiburg Stadt Bahnhst
Blindenmarkt Bahnhof
Bludenz Bahnhof
Bludenz Brunnenfeld Bahnhof
Bludenz Moos Bahnhof
Bohumín
"Bologna, Stazione di Bologna Centrale"
"Bolzano, Stazione di Bolzano"
Bratislava hlavná stanica
Bratislava-Petržalka stanica
Braunau/Inn Bahnhof
Braunau/Inn Bahnhof 1
Bregenz Bahnhof
Bregenz Hafen Bahnhof
Bregenz Riedenburg Bahnhof
Breitenbrunn Bahnhof
Breiteneich bei Horn Bahnhof
Breitenschützing Bahnhof
Breitensee Bahnhof
Breitensee NÖ
Breitenstein Bahnhof
Breitenwaida Bahnhof
"Brennero, Stazione di Brennero"
"Bressanone, Stazione di Bressanone"
Brixen i. Th. Bahnhof
Brixlegg Bahnhof
Brno hlavní nádraží
Bruck-Fusch Bahnhof
Bruck-Fusch Bahnhof B
Bruck/Leitha Bahnhof
Bruck/Mur Bahnhof 1
Bruck/Mur Bahnhof 2
Bruck/Mur Bahnhof 26
Bruck/Mur Bahnhof 3
Bruck/Mur Bahnhof 4
Bruck/Mur Bahnhof 5
Bruck/Mur Bahnhof 6
"Brunico, Stazione di Brunico"
"Brunico, Stazione di Brunico Nord"
Brunn an der Pitten Bahnhof
Brunn an der Schneebergbahn Bhf.
Brunn-Maria Enzersdorf Bahnhof
Bruxelles Midi
Buchberg/Kamp Bahnhof
Buchs Bahnhof
