start_betriebsstelle,ziel_betriebsstelle,mean_delay,median_delay,number_of_trips
SD H1,GOFH3,0.11666666666666667,0.11666666666666667,2
SD H1,HAL,0.5841889717712447,0.05,2279
SD H1,MUG,1.6833333333333333,1.05,6
SDG,M  S12,11.200000000000001,11.200000000000001,2
SDG,PIC,31.1,31.1,1
SEB,GZS,2.0348,1.05,125
SEB,SEBH3,-0.9,-0.9,1
SEB,SOUH2,0.6935975609756098,0.175,164
SEEH1H,HW Z3,-0.2,-0.2,1
SEES96,BRO,-0.25,-0.25,1
SEJ,GH,3.7509803921568623,0.6666666666666666,187
SEJ,GZS,1.8437814465408804,0.175,2120
SEJ,HW Z3,2.7555555555555546,-1.4,3
SEJ,MLX,11.485483870967741,3.95,279
SEJ,MZS,95.45,95.45,1
SEJ,OW,-30.0,-30.0,1
SEJ,SBM,1.1888888888888889,1.7166666666666666,9
SEJ,SD G,5.575,5.575,2
SEJ,SEJ,0.9666666666666667,0.9666666666666667,1
SET,IH,9.166666666666666,9.166666666666666,2
SET,WT,27.041666666666664,27.041666666666664,2
SETH1,MW,0.0,0.0,1
SETH1,SNZ,0.4376507477086349,0.08333333333333333,691
SETK1,IH,0.3318627450980392,-0.42500000000000004,34
SETK1,IH H1,1.0833333333333333,1.0833333333333333,2
SETK1,SETH1,-0.5166666666666667,-0.5166666666666667,1
SETK1,WT,-0.3556609623015873,-0.75,2688
SF,KTO,-0.1552631578947368,-0.75,19
SF,VBO,1.2666666666666668,0.5083333333333333,4
SFL,OF,-0.4,-0.4,1
SFLH1,OF,0.9136048053670334,0.21666666666666667,4273
SFLH1,SIM,13.541666666666668,13.541666666666668,2
SFLH1,ST,19.637500000000003,19.175,4
SFLH1,STC,-0.48333333333333334,-0.48333333333333334,1
SFLS12,OF,-0.03333333333333333,-0.03333333333333333,1
SG,GUKH2,0.0,0.0,1
SGE,GL,-0.33386243386243386,-0.55,189
SGEH1,GL,2.9443548387096774,2.6416666666666666,124
SGKH1,NGG,-0.3085301837270341,-0.43333333333333335,127
SH,PUE,2.1650501672240803,0.25,299
SH,SH,-13.239583333333334,-11.425,8
SH,WF H1,2.1879166666666667,0.35,120
SH H1H,HFA,-30.0,-30.0,1
SH H1H,HNA,22.633333333333333,22.633333333333333,1
SH H1H,KRV,33.516666666666666,33.516666666666666,1
SH H1H,PLKH2,-0.31666666666666665,-0.31666666666666665,1
SH H1H,SH H1H,1.1156583455702398,0.45,6810
SH H1H,STFH1,1.2666666666666666,1.2666666666666666,1
SH H1H,VN,2.433333333333333,2.433333333333333,1
SH H1H,VN H1,2.306862745098039,1.65,306
SH H1H,XAWHG,0.0,0.0,13
SH H1H,XAWHV,0.0,0.0,8
SHF,BVSS12,2.3833333333333333,2.3833333333333333,1
SHF,OF,10.8,10.8,1
SHRH1,LILA2,-0.14708171206225681,-0.016666666666666666,257
SHRH1,PL,2.1231934731934734,1.8166666666666669,286
SHRH1,SPRH3,50.95,50.95,1
SI,NBN,-0.5666666666666667,-0.5666666666666667,1
SI H1,R  G,4.383333333333334,4.383333333333334,1
SI H2,BF S21,17.366666666666667,17.366666666666667,1
SI H2,LGF,2.55,2.55,1
SI H2,NBN,3.3486928104575164,1.5,51
SI H2,NG,9.7,9.7,1
SIL,SC,5.683333333333334,5.683333333333334,1
SIL,TL,3.9410256410256412,1.2,13
SILH1H,FI H1,0.114,-0.2,25
SILH1H,TL,0.290251572327044,-0.16666666666666666,159
SILH1H,TR H1,-0.4,-0.4,1
SIM,HFG,3.8166666666666664,3.8166666666666664,2
SIM,SFLH1,4.475,4.475,2
SIZH1,KLSS21,19.466666666666665,19.466666666666665,1
SIZH1,SBJ,-11.383333333333333,-11.383333333333333,1
SIZH1,TS S12,7.2,7.2,1
SIZH1,VL,1.8583333333333334,1.8583333333333334,2
SIZH1,WT,0.7595959595959595,0.16666666666666666,957
SL,BM S14,3.5749999999999997,3.5749999999999997,2
SL,LN,-1.6823987538940808,-1.9,107
SL,LZW,0.9307317073170731,-0.31666666666666665,205
SL,SL,-27.05,-27.05,2
SL,STL,2.4876602564102566,1.275,104
SLN,AK H1,1.2833333333333334,1.2833333333333334,1
SLN,FU,1.2027777777777777,0.9416666666666667,6
SLN,LZW,1.9361986628462273,0.4916666666666667,1396
SLN,MID,11.833333333333334,11.833333333333334,1
SLN,MIDA1,-0.8666666666666667,-0.8666666666666667,1
SLN,NKR,1.35,1.35,1
SLN,OW,1.9677137870855148,0.75,191
SLN,PIV,33.6,33.6,1
SLN,WAKH1,1.55,1.55,1
SLS,BK,1.8657894736842102,0.6,19
SMK,GKF,1.1166666666666667,1.1166666666666667,1
SMR,GL,10.249645390070922,7.091666666666667,94
SMR,SMR,-0.06666666666666665,-0.08333333333333333,3
SMR,SMRG,31.983333333333334,31.983333333333334,1
SMRG,VK Z1,9.633333333333333,9.633333333333333,1
SMS,VW H1,13.233333333333333,13.233333333333333,1
SNBH2,BU,1.6666666666666667,1.6666666666666667,1
SNBH2,GLOS21,6.258333333333333,6.258333333333333,2
SNBH2,KLSS21,5.227777777777778,4.966666666666667,15
SNBH2,O,37.93333333333333,37.93333333333333,1
SNBH2,WBFS11,21.933333333333334,21.933333333333334,1
SNBH2,WOLH1,8.233333333333333,8.233333333333333,1
SNS,H,3.65177304964539,1.25,47
SNS,H  H3,1.2322580645161292,0.18333333333333332,651
SNS,H  S11,1.3411111111111111,0.6833333333333333,45
SNS,SIZH1,1.3273462783171521,0.016666666666666666,103
SNS,TS,-5.1,-5.1,1
SNS,VL S11,12.823039215686276,13.283333333333333,34
SNS,ZL H3,1.050989406893585,0.13333333333333333,6199
SNS,ZL S31,0.058333333333333334,0.058333333333333334,2
SNSH1,ZL H3,0.15,0.15,1
SNSS22,JTIA1,3.6,3.6,2
SNZ,SETH1,0.5569444444444444,-0.5416666666666667,48
SNZ,SNZ,7.293333333333334,8.9,5
SNZ,WT,1.2785087719298247,0.225,38
SOP,MLX,86.85000000000001,94.75,3
SOU,NGG,20.15,20.15,1
SOUH2,AP,-0.29015151515151516,-0.5833333333333334,22
SOUH2,AUZ,-0.041666666666666664,-0.041666666666666664,2
SOUH2,FD,-0.6833333333333333,-0.6833333333333333,1
SOUH2,HAR,-0.16041666666666668,-0.26666666666666666,16
SOUH2,KW,0.8833333333333333,0.8833333333333333,1
SOUH2,NGG,2.3622710622710623,1.2333333333333334,1092
SPI,LZW,43.166666666666664,43.166666666666664,1
SPSS11,VBO,96.31666666666666,96.31666666666666,1
SPWH2,AMSZ1,2.7333333333333334,2.7333333333333334,2
SPWS52,AMSZ1,11.383333333333333,11.383333333333333,2
SPWS52,HEZ,-0.31666666666666665,-0.31666666666666665,1
SPWS52,MLX,2.912457912457912,1.5166666666666666,99
SPWS52,OW,30.566666666666666,30.566666666666666,1
SPWS98,AMSS82,7.733333333333333,1.4666666666666666,7
SPWS98,AMSZ1,1.0378791863931265,0.43333333333333335,3802
SPWS98,MLX,-2.35,-2.35,1
SR,Z  H1,17.55,17.55,1
SR H1,HL S51,45.53333333333333,45.53333333333333,1
SR H2,SB G,-0.21666666666666665,-0.6666666666666666,3
SR H2,Z  H1,17.516666666666666,17.516666666666666,1
SRS,LIR,0.8250000000000001,0.8250000000000001,2
SS A1,WT,1.4666666666666666,1.4666666666666666,1
SS Z1,FW,-0.38333333333333336,-0.38333333333333336,1
SS Z1,IM,1.6166666666666667,1.6166666666666667,1
SS Z1,IM S12,15.366666666666667,15.366666666666667,1
SS Z1,JB S12,0.5253160345974718,-0.15,501
SS Z1,K  G,7.45,7.45,1
SS Z1,SW S12,21.67820512820513,22.816666666666666,13
SS Z1,TS S12,16.62222222222222,15.55,3
SS Z1,VL,1.1333333333333333,1.1333333333333333,2
SS Z1,WT,1.5996154167711731,0.4666666666666667,3987
SSMH1,WL,0.0,0.0,1
SSV,VBD,0.23333333333333334,0.23333333333333334,1
SSVH3,KRDH1,0.23333333333333334,0.23333333333333334,1
SSVH3,KT,3.0544117647058826,1.4666666666666668,102
SSVH3,KT H1,1.0272861356932153,0.14166666666666666,452
SSVH3,KTO,0.9175925925925925,0.125,108
SSVH3,STV,-0.5635355237292895,-1.15,1187
SSVH3,VBD,1.103983410493827,0.5166666666666667,1728
SSVH3,VF,-0.4166666666666667,-0.4166666666666667,1
SSVH3,VPSA1,0.6,0.6,1
SSVH3,WOGH1,0.10503144654088052,-0.15,106
SSVS12,STV,55.35,55.35,1
ST,DNV,65.6,65.6,1
ST,SFLH1,-0.275,-0.275,2
ST W1,HFG,4.141666666666667,3.55,4
ST W1,OF,23.133333333333333,23.133333333333333,1
STB,KUES21,2.010748272715422,1.4,2557
STB,LZVW4,2.25,2.25,2
STB,SV A1,1.9457349081364828,0.26666666666666666,254
STC,ABZ,3.2458333333333336,2.4583333333333335,4
STC,EL,-0.21666666666666667,-0.21666666666666667,1
STC,HFG,2.254240810798188,1.55,7137
STC,MAT,6.796296296296296,3.7666666666666666,9
STC,MI,5.6,5.6,1
STC,OF,1.1124003189792664,0.15,418
STC,SFLH1,-0.3333333333333333,-0.3333333333333333,1
STC,SIM,11.316666666666666,11.316666666666666,1
STC,ST,8.033333333333333,1.0,3
STE,KO A1,-1.975,-2.8083333333333336,4
STFH1,FH,-0.18333333333333332,-0.18333333333333332,1
STFH1,HNAS12,3.2416666666666667,3.2416666666666667,2
STG,AK,-0.4375,-0.4166666666666667,8
STG,AK H1,0.5865721997300944,0.0,247
STG,LZW,3.564666666666667,3.1666666666666665,75
STG,OW,7.563725490196077,3.966666666666667,34
STGH1,AK H1,4.516666666666667,4.516666666666667,2
STGH1,LZW,3.702777777777778,4.574999999999999,6
STH,WL,10.0,10.0,1
STI,I  W1,1.7149122807017545,1.6333333333333333,19
STI,MEI,42.28333333333333,42.28333333333333,1
STI,STI,-3.8583333333333325,-3.8583333333333325,2
STI,STIZ4,0.9166666666666666,0.9166666666666666,1
STIG,I  W1,1.8903200115841297,1.2166666666666666,4604
STIG,K  G,0.9416666666666667,0.9416666666666667,2
STIG,MEI,21.916666666666668,21.916666666666668,1
STIG,ND G,10.705,10.416666666666668,10
STIG,STI,18.966666666666665,18.966666666666665,1
STIG,STIH1,-0.23333333333333334,-0.23333333333333334,1
STIG,STIK1,60.0,60.0,1
STIH1,STIG,18.14666666666667,13.6,5
STIS32,I  W1,8.866666666666667,8.866666666666667,2
STIZ4,I  W1,12.766666666666666,6.925000000000001,8
STK,HFG,2.404166666666667,2.408333333333333,4
STL,EBN,0.44999999999999996,0.44999999999999996,2
STL,GRBH2,0.05,0.05,1
STL,H  H3,8.783333333333333,-0.43333333333333335,3
STL,HAUS11,2.2509420289855075,0.8833333333333333,460
STL,KTO,0.8144005055976886,-0.1,1846
STL,LADS11,22.541666666666664,22.541666666666664,2
STL,LN Z1,3.9034764826175867,0.55,163
STL,M,1.8666666666666667,1.8666666666666667,1
STL,MAH,2.08968253968254,-0.21666666666666667,168
STL,MALA2,0.8,0.8,1
STL,MDG,0.617125382262997,-0.3,109
STL,NESU1,2.033333333333333,-0.2,4
STL,NI H1,1.9751173708920189,0.8333333333333334,142
STL,NI S11,2.1166666666666667,2.1166666666666667,1
STL,OEB,-0.9833333333333333,-0.9833333333333333,1
STL,PH,5.166666666666667,5.166666666666667,1
STL,PH S11,1.7334531416400425,0.35,1252
STL,RAD,26.133333333333333,17.558333333333334,4
STL,RADK1,2.0,2.0,1
STL,RM S11,-0.5833333333333334,-0.5833333333333334,1
STL,RMS,0.5333333333333333,0.5333333333333333,1
STL,SDG,0.5833333333333334,0.5833333333333334,1
STL,SL,1.3672839506172838,0.125,108
STL,SLS,0.33712121212121215,0.18333333333333332,22
STL,TELH1,2.4371708051166294,1.0333333333333334,443
STL,TR S21,-0.13333333333333333,-0.13333333333333333,1
STL,UM,9.616666666666667,9.616666666666667,1
STL,VBO,27.55,27.55,2
STL,ZG,1.710793439716312,1.0166666666666666,752
STP,STPG,1.253837263060564,0.25,2884
STPG,STP,0.7181376080691643,0.0,2776
STPG,STPG,0.42333333333333334,0.0,355
STR,BEL,78.9,78.9,1
STR,NBN,4.8,4.8,1
STR,STRS21,8.933333333333334,8.933333333333334,1
STRS12,LGF,1.7,1.7,1
STRS22,BDE,17.099999999999998,14.533333333333333,6
STRS22,BF S21,17.894444444444442,17.35,3
STRS22,BU,61.13333333333333,61.13333333333333,1
STRS22,BVSH1,23.36190476190476,20.9,7
STRS22,CAT,4.241666666666667,3.675,8
STRS22,F,1.038888888888889,0.15,3
STRS22,FAM,4.4,4.4,1
STRS22,GLO,5.3500000000000005,5.05,6
STRS22,GLOS21,3.7618165784832454,1.45,189
STRS22,HAIH2,2.510407725321888,1.3,466
STRS22,HLU,3.683333333333333,3.683333333333333,1
STRS22,KLSS21,5.172286821705426,3.5999999999999996,86
STRS22,LB H1,13.823333333333334,12.45,5
STRS22,LGF,2.581543911078539,1.5333333333333334,2729
STRS22,LP,11.991666666666665,11.991666666666665,2
STRS22,MAT,3.3422449753507775,2.316666666666667,879
STRS22,MD S31,2.25,2.25,1
STRS22,NBN,2.992415364583333,1.45,512
STRS22,NG,8.315104166666666,3.65,32
STRS22,O,2.6015917602996255,0.5333333333333334,178
STRS22,OF,11.433333333333335,1.2833333333333334,3
STRS22,OW,32.61666666666667,32.61666666666667,1
STRS22,PET,4.075,4.075,2
STRS22,SAH,2.716666666666667,2.716666666666667,1
STRS22,SUEW1,0.8529629629629629,-0.13333333333333333,45
STRS22,SUEW3,22.53333333333333,22.53333333333333,2
STRS22,TN S21,18.816666666666666,18.816666666666666,1
STRS22,WBFS11,9.813425925925925,7.908333333333333,72
STRS22,WBFS21,9.058333333333334,9.058333333333334,2
STRS22,WWB,-0.35,-0.35,1
STSH1,WT,1.6166666666666667,1.6166666666666667,1
STT,GU Z2,0.0833333333333333,-0.4166666666666667,15
STT,LIEH1,12.0375,0.2916666666666667,8
STT,SBM,120.0,120.0,1
STTS11,FI H1,0.9512012012012011,0.016666666666666666,111
STTS11,GU Z2,0.13531249999999997,-0.4166666666666667,960
STTS11,KT,1.2484848484848485,-0.4166666666666667,11
STTS11,KT H1,1.3394080996884734,0.35,107
STTS11,MLX,29.083333333333332,29.083333333333332,1
STTS11,SF,0.6444444444444445,-0.48333333333333334,27
STTS11,VB,0.7083333333333334,0.33333333333333337,8
STTS11,VF H1,0.5745614035087719,0.23333333333333334,19
STTS11,WOGH1,0.2833333333333333,0.2833333333333333,1
STU,GZS,1.0,1.0,1
STV,DR,1.3797619047619047,0.15,14
STV,HG,18.716666666666665,18.716666666666665,1
STV,KTO,0.1925925925925926,-0.19166666666666665,198
STV,LIEH1,2.3789473684210525,0.85,19
STV,SSVH3,0.5679446219382323,-0.03333333333333333,1252
STV,STTS12,2.577485380116959,1.1666666666666667,57
STV,VBO,1.1104166666666666,0.6833333333333333,8
STY,STY,-0.6083333333333334,-2.8249999999999997,4
SU,BSE,2.722222222222222,0.3583333333333334,6
SU,BVSH1,-0.25,-0.25,1
SU,FLD,1.4990740740740742,0.45833333333333337,18
SU,LB H1,16.341666666666665,16.341666666666665,2
SU,LGF,0.8450000000000001,-0.041666666666666664,10
SU,MAT,2.846940928270042,2.525,158
SU,NBN,2.526493256262042,1.0166666666666666,173
SU,NG,3.022222222222222,3.7333333333333334,3
SU,SU,0.45,0.45,1
SU,WBFS11,5.664285714285714,5.316666666666666,7
SU H1,NBN,2.3425925925925926,0.21666666666666667,9
SUES22,BVSH1,20.916666666666664,20.916666666666664,2
SUES22,HAIH2,-0.7666666666666667,-0.7666666666666667,1
SUES22,KLSS21,12.033333333333333,12.033333333333333,1
SUES22,LGF,11.959999999999999,6.833333333333333,10
SUES22,MAT,3.7416666666666663,3.7416666666666663,2
SUES22,NBN,3.9892857142857143,3.3583333333333334,14
SUES22,NG,55.95,55.95,1
SUES22,O,28.429166666666667,32.71666666666667,4
SUEW1,BELG,12.916666666666666,12.916666666666666,1
SUEW1,ENZH1,3.6087719298245613,0.3,19
SUEW1,GEFS31,2.969150779896014,2.4833333333333334,577
SUEW1,LDFH1,5.6016666666666675,0.13333333333333333,10
SUEW1,ON,5.658333333333333,5.658333333333333,2
SUEW1,STRS21,0.09308943089430893,-0.2,41
SUEW1,SUEW2,4.783333333333333,4.783333333333333,1
SUEW2,BU,4.466666666666667,4.466666666666667,1
SUEW2,KLSS21,3.65,2.6083333333333334,4
SUEW2,MAT,33.38333333333333,33.38333333333333,1
SUEW2,SUEW1,1.0833333333333333,1.0833333333333333,1
SUEW3,BA,25.7,25.7,1
SUEW3,ON,16.766666666666666,16.766666666666666,2
SUEW3,STRS21,21.883333333333333,21.883333333333333,1
SUM,NBN,5.058333333333334,5.058333333333334,2
SUN,GR S11,0.8099415204678362,-0.1,57
SUN,ZD,41.65,41.65,1
SUW,HAIH2,2.0,2.0,1
SUW,O,18.25,18.25,1
SV,SV,-18.201851851851853,-30.0,18
SV A1,KG S11,0.7544871794871795,0.016666666666666663,52
SV A1,STB,1.119702842377261,0.43333333333333335,516
SV A1,WEYZ1,0.25050200803212846,-0.38333333333333336,166
SV Z91,KUES21,0.06666666666666667,0.06666666666666667,1
SVE,ASTZ1,16.733333333333334,16.733333333333334,1
SVE,GBK,0.662962962962963,0.08333333333333333,135
SVE,GBKH1,1.0535639412997904,-0.03333333333333333,318
SVE,GES,0.5692163861975182,0.05,1961
SVE,KUES21,1.8047511312217195,1.1333333333333333,663
SVE,LV,0.5886363636363636,0.05,110
SVE,LZVW4,0.4666666666666667,0.4666666666666667,1
SVE,P,6.325,6.325,2
SW,ZL H3,0.15,0.15,1
SW S11,H  H3,2.158333333333333,2.158333333333333,2
SW S11,SIZH1,0.36666666666666664,0.36666666666666664,1
SW S11,ZL H3,2.3166666666666664,1.3416666666666668,42
SWA,MFL,-0.21666666666666662,-0.6833333333333333,11
SWA,SB G,-0.36666666666666664,-0.36666666666666664,1
SWA,SBM,1.9590909090909092,0.9,33
SWA,SWA,-27.927777777777777,-30.0,3
SWAS11,H  H3,0.35263157894736846,-1.3,57
SWAS11,H  S31,-3.0999999999999996,-3.0999999999999996,2
SWAS11,HP U1,0.30849056603773584,-0.31666666666666665,159
SWAS11,K  G,7.188725490196078,0.45833333333333337,34
SWAS11,LD S11,2.3833333333333333,2.3833333333333333,1
SWAS11,Z  H1,1.6922619047619047,0.10833333333333334,28
SWAS12,SBM,10.166666666666666,10.166666666666666,1
SWAS91,GU Z2,-0.16333333333333333,-0.5833333333333333,10
SWAS91,JSW,5.783333333333333,5.783333333333333,1
SWAS91,LEW,2.45,2.45,1
SWAS91,MLX,1.1333333333333333,0.9666666666666667,3
SWU,WF H1,2.877272727272727,1.15,11
SWUL1,HOMH2,0.7333333333333334,0.18333333333333332,3
SY S12,GL,-0.21666666666666667,-0.21666666666666667,1
T,SLN,16.766666666666666,16.766666666666666,1
T,WAKZ3,21.59166666666667,21.59166666666667,2
T  H1,LZW,3.193146417445483,2.2333333333333334,107
T  W1,WAKZ3,0.28421052631578947,-0.4166666666666667,19
T  W1,WINS11,27.95,27.95,1
TA,MFL,1.6166666666666667,1.6166666666666667,1
TA,SBM,4.066666666666666,4.066666666666666,1
TA S12,SBM,23.3,23.3,1
TAT,NBN,14.033333333333333,14.033333333333333,2
TATH1,NBN,46.46666666666667,46.46666666666667,1
TAU,NGG,26.05,26.05,2
TAUH1,AP,-0.29333333333333333,-0.18333333333333332,5
TAUH1,MLX,2.096448087431694,0.13333333333333333,122
TAUH1,NGG,1.020721816707218,0.4666666666666667,411
TAUH1,SESH1,12.6,12.6,1
TBV,HW Z3,10.958333333333332,10.958333333333332,2
TBV,K,4.95,4.95,1
TBV,K  G,2.433333333333333,2.433333333333333,1
TBV,LAVS12,120.0,120.0,1
TBV,MFL,9.454417670682732,0.9583333333333333,332
TBV,MKI,37.875,13.608333333333334,4
TBV,MLX,12.961660206718346,3.4833333333333334,516
TBV,NBS,7.75,7.75,1
TBV,PG S12,15.266666666666667,15.266666666666667,1
TBV,SB G,5.977083333333334,1.0083333333333333,16
TBV,SBM,43.13333333333333,11.3,3
TBV,VBD,6.370767888307155,1.6916666666666667,382
TELH1,BK,1.8043859649122806,1.3916666666666666,38
TELH1,BM S14,0.35,0.35,1
TELH1,GMI,2.388888888888889,1.3166666666666667,3
TELH1,MASA1A,-0.2157894736842105,-0.3,19
TELH1,MZS,1.2944029850746268,0.20833333333333334,134
TELH1,STL,1.6553915781188506,0.5333333333333333,847
TELH1,TEL,5.3,5.3,1
TF H1,WIT,-0.5083333333333333,-0.5083333333333333,2
TFD,NF,-0.06666666666666667,-0.06666666666666667,1
TFDH2,NF,0.016666666666666666,0.016666666666666666,1
TFDS11,AOS,4.916666666666666,4.916666666666666,2
TFN,AHS,4.416666666666667,4.416666666666667,1
TFN,HUI,0.7034057971014492,-0.14166666666666666,920
TFN,NF,1.4146706586826348,0.31666666666666665,167
TFN,TUS,3.1986309523809524,1.2,560
TFN,WF H1,0.8796875,0.06666666666666667,32
TGSK1,B  A1M,1.9107142857142858,1.975,14
TGSK1,B  G,1.9973242811501597,1.8,3756
TGSK1,BG,0.5470588235294118,-0.15833333333333333,68
TGSK1,BG H1,0.9806878306878306,0.03333333333333333,189
TGSK1,FA A1,2.994444444444445,3.0,3
TGSK1,FK S11,0.4550218340611354,0.31666666666666665,229
TGSK1,GOTH1,2.4,2.4,1
TGSK1,LATH1,1.7800524934383202,0.03333333333333333,127
TGSK1,LC,0.30833333333333335,0.225,4
TGSK1,LC S12,1.0,1.0,1
TGSK1,LIR,1.3075474708792085,0.6333333333333333,2089
TH,MFL,0.7111111111111111,1.6,3
TH,MLX,40.949999999999996,2.35,3
TH,VBD,4.65,4.65,1
TH G,MFL,1.7833333333333334,1.7833333333333334,1
TH G,MLX,2.4833333333333334,2.4833333333333334,1
TH G,VBD,0.7833333333333333,0.65,3
TI,NBN,-1.1099999999999999,-1.0833333333333333,5
TI,OF,4.819696969696969,1.2333333333333334,11
TI K1,LB H1,3.216666666666667,0.7583333333333334,24
TI K1,NBN,1.7213584010840108,0.65,2952
TL,ABFH1,1.1277777777777778,0.95,3
TL,LIE,3.411111111111111,1.0833333333333333,3
TL,SC,1.7714165968147528,1.325,2386
TL,SC H1,0.7820652173913043,0.18333333333333332,276
TL,SIL,0.8020833333333333,-0.4666666666666667,16
TL,SILH1H,0.49863731656184485,-0.38333333333333336,159
TL,TL,0.0,0.0,1
TN S22,DOK,-1.875,-1.875,2
TN S22,KLSS21,44.21666666666667,44.21666666666667,1
TN S22,NBS,1.1809523809523808,0.5,7
TN S22,NW H3,9.033333333333333,9.033333333333333,1
TN S22,NW S31,4.441666666666666,2.7249999999999996,4
TO G,FK H1N,9.133333333333333,9.133333333333333,1
TR H1,LIEH1,3.4,3.4,1
TRN,PL,1.7416472717869147,1.4333333333333333,1289
TRNH3,PL,2.863994910941476,2.2666666666666666,131
TS,JB S12,-0.06458333333333334,-0.008333333333333331,8
TS,WT,20.166666666666668,20.166666666666668,1
TS S11,SS Z1,24.866666666666667,24.866666666666667,2
TU,AW H1,6.933333333333334,6.933333333333334,1
TU,AW U2,2.05,2.05,1
TU,EGGS11,2.708333333333333,2.708333333333333,2
TU,KCH,10.725000000000001,10.725000000000001,2
TU,KENH1,69.2,69.2,1
TU,KZ,2.7333333333333334,2.7333333333333334,1
TU,KZ S12,1.9583333333333333,1.9583333333333333,2
TU,NF,1.2967153765139547,0.4666666666666667,2532
TU,PUE,60.0,60.0,1
TU,TU,-21.870833333333334,-30.0,4
TU,TUS,33.25833333333333,33.25833333333333,2
TU,WF H1,0.7626477541371157,-0.35,423
TUB,AH,-0.31666666666666665,-0.31666666666666665,1
TUB,EGGS11,7.183333333333334,7.183333333333334,1
TUB,GM G,0.31666666666666665,0.31666666666666665,1
TUB,HUI,7.025,7.025,2
TUB,KCH,1.4666666666666666,1.4666666666666666,1
TUB,KRV,12.905555555555557,7.491666666666667,6
TUB,PUE,19.766666666666666,19.766666666666666,1
TUS,HO H1,4.216666666666667,4.216666666666667,1
TUS,TFN,0.8942473118279571,0.4666666666666667,310
TUS,TU,4.790617505995204,-0.31666666666666665,556
TUS,TUS,-2.7583333333333333,-2.7583333333333333,2
TUS,VN,0.11666666666666667,0.11666666666666667,1
TUS,VN H1,0.89508547008547,0.24166666666666667,312
TX,GDF,0.0,0.0,1
TX,LZW,3.8717261904761906,3.2583333333333333,56
TX,WL,1.4250560789591744,1.0,2229
UE,GMI,-0.10508274231678487,-1.2166666666666666,705
UE,RZN,1.9095238095238096,0.25,7
UE,RZNH1,2.4155056179775283,0.7333333333333333,890
UE,VBO,5.093896713615024,1.8166666666666667,71
UE,WI,22.34166666666667,22.34166666666667,2
UE,WI U3,1.89984375,0.6166666666666667,320
UE,WR A2,11.77222222222222,9.95,3
UEB,GMI,1.2721374045801528,0.6583333333333333,262
UEB,PG G,0.7742061380166756,0.4666666666666667,1879
UEB,PG Z9,6.516666666666666,2.6666666666666665,6
UF,UF,-4.238888888888888,-5.933333333333334,6
UF H1,NEF,2.0,2.0,1
UF H1,NEN,1.0,1.0,2
UF H1,OEP,0.6044444444444445,0.25,15
UF H1,OEPH1,0.5858094166197712,0.016666666666666666,1777
UF H1,OTT,0.769047619047619,0.5166666666666667,7
UF H1,OTTH1,0.5599368054042275,0.11666666666666667,4589
UF H1,ROG,1.1944444444444444,0.65,12
UF H1,ROGA1,1.7333333333333334,1.7333333333333334,1
UF H1,ROGH2,2.049826388888889,1.6916666666666667,480
UF H1,UF H1,0.4666666666666666,0.4666666666666666,2
UH A1,WL,0.6915821501014199,0.0,493
UH A1,WL H1,-0.7,-0.7,1
UL,HK H3,0.016666666666666666,0.016666666666666666,1
UL,WEY,33.13333333333333,33.13333333333333,1
UM,STL,-0.5307017543859649,-1.0833333333333333,19
UM,UM,-8.408333333333333,-8.408333333333333,2
UP,OW,7.704166666666667,2.4333333333333336,4
UP,UP,-30.0,-30.0,1
UP S11,WATS95,3.361111111111111,1.4333333333333333,3
UP S32,HF H1,25.655555555555555,22.6,3
UP S32,OW,2.1848456403838132,1.4,1598
UP S32,UPZ,1.25,1.25,1
UP U2,OW,4.95,4.95,1
UPZ,RW H1,1.4,2.35,5
UR,APOH1,15.608333333333333,3.0583333333333336,4
UR,E,-0.5333333333333333,-0.5333333333333333,1
UR,ESU,35.875,44.24166666666667,4
UR,HE,1.031210986267166,0.16666666666666666,1068
UR,KTTG,6.933333333333334,6.933333333333334,1
UR,NIFG,1.3670022371364654,-0.03333333333333333,596
UR,NS,1.4816666666666667,0.7916666666666667,10
UR,WAL,47.4,47.4,1
UR,WULG,0.5044303797468355,0.15,474
US,LATH1,16.516666666666666,16.516666666666666,2
US,LC,30.78888888888889,32.583333333333336,3
US,LC S11,37.86666666666667,37.86666666666667,1
UZ S12,DOE,1.3,1.3,1
UZ S12,LIEH1,0.410352422907489,-0.3333333333333333,227
UZ S12,MA S12,0.8271631205673758,0.2,235
UZ S12,SBM,7.55,7.55,1
UZS,FOE,0.5333333333333333,0.5333333333333333,1
UZS,KT H1,36.59166666666667,36.59166666666667,2
UZS,LAV,0.35961538461538467,-0.7666666666666666,26
UZS,VBO,0.8833333333333333,0.8833333333333333,1
UZS,VF H1,-0.08086419753086421,-0.5333333333333333,108
UZS,WOGH1,0.6449815108293714,0.16666666666666666,1262
VB,MLX,21.395833333333332,5.533333333333333,12
VB,SSVH3,1.3333333333333333,1.3333333333333333,1
VB,STV,-1.0401960784313726,-1.05,17
VB,TBV,58.583333333333336,58.583333333333336,1
VB,VB,-22.404545454545453,-30.0,11
VBD,FAS,2.1416666666666666,2.1416666666666666,2
VBD,FASH1,0.0896296296296296,-0.11666666666666667,45
VBD,JS,3.223865414710485,1.5,1065
VBD,JSW,3.644791666666667,2.3166666666666664,16
VBD,LEZS11,0.8209017959495606,0.03333333333333333,2617
