start_betriebsstelle,ziel_betriebsstelle,mean_delay,median_delay,number_of_trips
AA,GD H1,17.658333333333335,17.658333333333335,2
AA,HKAG,0.21666666666666667,0.21666666666666667,1
AA,VBO,79.5,79.5,1
ABFA1,SC,2.7,2.7,1
ABFH1,TL,1.6944444444444444,0.4666666666666667,3
ABZ,HFG,2.1166666666666667,0.95,9
ABZ,STC,14.775,14.775,2
AG H1,NBN,8.5,8.5,1
AH,AH,-30.0,-30.0,3
AH,KCH,2.673076923076923,1.375,26
AH,WF H1,0.4452595936794582,-0.3,443
AHO,BF S21,9.916666666666666,5.55,3
AHO,BSE,5.079444444444444,0.06666666666666667,30
AHO,BU,1.0578686493184635,0.13333333333333333,1076
AHO,BUN,10.783333333333333,10.783333333333333,1
AHO,BVSH1,3.298949864498645,1.8583333333333334,492
AHO,CAT,6.7125,3.7416666666666663,4
AHO,F  H3S,11.416666666666666,11.416666666666666,1
AHO,FLD,0.3125,0.24999999999999997,4
AHO,HUI,0.2998341625207297,-0.26666666666666666,201
AHO,HZ,0.9333333333333333,0.9333333333333333,1
AHO,J,16.233333333333334,16.233333333333334,1
AHO,KO U1,1.3,1.3,1
AHO,LB H1,6.2,6.2,1
AHO,LG,0.11666666666666667,0.11666666666666667,1
AHO,LGF,9.8265625,9.108333333333334,32
AHO,MAT,7.6499999999999995,4.25,3
AHO,MD,0.9166666666666666,0.9166666666666666,1
AHO,NBN,5.349339933993399,3.4166666666666665,505
AHO,NG,4.0,4.0,1
AHO,WBFS11,6.4875,8.333333333333332,8
AHO,WBFS21,8.8,8.8,1
AHS,NF,39.38333333333333,39.38333333333333,1
AHS,TFN,4.3,4.3,1
AHS,WF H1,2.465686274509804,1.6166666666666667,51
AJ H1,HP U1,32.18333333333333,32.18333333333333,1
AJ H5,SB G,1.3268115942028984,-0.8333333333333334,23
AJ H5,SBM,43.175,43.175,2
AJ H5,SR H1,12.333333333333334,12.333333333333334,1
AK H1,AU,52.55,52.55,1
AK H1,AU H1,0.0616360454943132,-0.3,381
AK H1,FU,4.330952380952381,3.3333333333333335,119
AK H1,GJ,0.2204761904761905,-0.3333333333333333,35
AK H1,IL A1,-0.22474747474747478,-1.1333333333333333,99
AK H1,LN,2.239949494949495,0.6666666666666666,660
AK H1,LN A1,0.6,0.6,1
AK H1,MIB,-0.3502583979328165,-1.05,129
AK H1,OA H1,2.2004611330698287,1.3333333333333333,506
AK H1,RG,11.733333333333333,-0.4,5
AK H1,RG H1K,2.081119311193112,0.08333333333333333,271
AK H1,STG,0.4179755671902268,0.0,191
AMOH2,B  G,0.3,0.3,1
AMS,AMS,6.942857142857141,-12.166666666666666,7
AMS,SPWS97,1.8666666666666667,1.8666666666666667,1
AMSS11,KUES21,2.6697478991596637,2.25,119
AMSS11,SPWS51,0.9166666666666666,0.9166666666666666,1
AMSZ1,AMSZ1,0.8,0.8,1
AMSZ1,HK H3,1.5522033158813264,0.8333333333333334,1528
AMSZ1,KG S11,1.7599567099567102,0.7666666666666667,77
AMSZ1,KUES21,2.2263157894736842,1.6,285
AMSZ1,LV,14.716666666666667,14.716666666666667,1
AMSZ1,SP W1,0.1,0.1,1
AMSZ1,SPWS51,1.25,1.25,1
AMSZ1,SPWS97,1.2416202598780164,0.5666666666666667,3771
AMSZ1,SPWU95,1.45,1.45,1
AMSZ1,WEY,1.7451351351351352,1.2083333333333333,740
AMSZ1,WEYH1,0.8333333333333334,0.8333333333333334,1
AMSZ1,WEYZ1,1.9132242990654207,0.5333333333333333,1070
AMSZ1,WH,2.6619047619047618,1.95,14
AO S11,BG H1,-3.216666666666667,-3.216666666666667,1
AO S11,ND,31.55,31.55,1
AOS,HF S12,41.160000000000004,48.13333333333333,5
AOS,KAR,2.65,2.65,1
AOS,LOSU3,1.8166666666666667,1.8166666666666667,1
AOS,MLX,2.2657894736842104,1.6833333333333333,19
AOS,OW,2.4118747522790325,1.0333333333333334,4205
AOS,PW,1.2617078189300412,0.4,810
AOS,TFDS12,3.211111111111111,4.133333333333334,3
AP,AP,10.183333333333334,10.183333333333334,1
AP,GD H1,-0.8583333333333334,-0.7333333333333334,14
AP,NGG,3.45,1.7916666666666665,8
AP,NW S31,3.933333333333333,3.933333333333333,1
AP,SOUH2,-0.21916666666666668,-0.4,20
AP,TAUH1,0.17333333333333334,-0.18333333333333335,10
AP,WBB,6.616666666666666,6.616666666666666,1
APOH1,GN S12,12.2,12.2,1
APOH1,OF,13.690196078431372,4.233333333333333,34
APOH1,UR,0.22444444444444445,-0.04166666666666667,60
ASO,ASO,0.0,0.0,1
ASO,HKAG,-0.3042884990253411,0.0,171
AST,GES,0.08333333333333333,0.08333333333333333,1
ASTZ1,STB,10.85,10.85,2
ASTZ1,WEYZ1,32.083333333333336,32.083333333333336,1
AT,AT,-10.711904761904762,-9.75,7
AT,FU,5.5,5.5,1
AT,SCE,0.4166666666666667,0.4166666666666667,1
AT H1,OTG,10.175,10.175,2
AT H1,OTGA1,2.6196969696969696,-0.075,22
AT H1,OTGH5,0.6378086419753087,-0.06666666666666667,108
AT H1,RD,0.10185185185185185,0.45,18
AT H1,RD A5,0.9333333333333333,0.9333333333333333,1
AT H1,SCE,1.46479020979021,0.9833333333333333,1430
AT S11,AT S11,1.7655448717948719,0.8833333333333333,104
AT S11,HW Z3,1.1533859303090073,-0.21666666666666667,507
AT S11,LNG,0.14814814814814814,0.0,9
AT S11,LNGH2,1.0284883720930231,0.0,602
AT S11,SB G,-0.1701801801801802,-0.85,185
AT S11,VK Z1,1.7833333333333334,1.7833333333333334,1
AT S12,HEZ,7.983333333333333,7.983333333333333,1
AT S12,KLSS21,2.2121505376344084,0.9333333333333333,155
AT S12,MLX,19.566666666666666,13.766666666666666,6
AT S12,OW,0.6166666666666667,0.6166666666666667,1
AT S12,RD,0.3444444444444445,0.2833333333333333,3
AT S12,SCE,0.6189768976897689,0.2,101
AU,AU,-26.083333333333336,-26.083333333333336,2
AU H1,AK,0.21666666666666667,0.21666666666666667,1
AU H1,AK H1,1.2423529411764704,0.5583333333333333,340
AU H1,LAWH2,38.266666666666666,38.266666666666666,1
AU H1,LZW,4.790633608815427,3.716666666666667,121
AUZ,GD H1,19.083333333333332,19.083333333333332,1
AUZ,TAUH1,-0.6880952380952381,-0.6166666666666667,7
AW,AW,-14.95,-14.95,1
AW,VN H1,-0.4000000000000001,-0.45,3
AW H1,TFN,0.3333333333333333,0.3333333333333333,1
AW S42,NF,0.7357274401473296,0.15,362
AW S42,WF H1,0.20333333333333334,-0.55,65
B,B,-6.343333333333334,3.7666666666666666,5
B,B  H1M,0.55,0.55,2
B,FA A1,7.966666666666667,7.966666666666667,1
B,LIR,-0.225,-0.225,2
B  A1M,LIR,-0.45,-0.45,1
B  G,AMOH2,1.7125,0.7666666666666666,8
B  G,BRDH1,0.26666666666666666,0.26666666666666666,1
B  G,TGSK1,1.2891911268556004,0.9666666666666667,3952
B  S11,BG,1.7634330061629766,1.0833333333333333,4381
B  S11,BG H1,2.342806484295846,1.5666666666666667,329
B  S11,DO S11,2.4749999999999996,2.4749999999999996,2
B  S11,FA A1,0.6,0.3583333333333333,48
B  S11,FK,1.4333333333333333,1.4333333333333333,1
B  S11,FK S11,0.678499772001824,0.26666666666666666,731
B  S11,HOSH2,8.194444444444445,-0.18333333333333332,3
B  S11,HOSZ1,1.0,1.0,1
B  S11,LAT,1.1666666666666667,1.1666666666666667,1
B  S11,LATH1,1.1753076923076924,0.21666666666666667,650
B  S11,LATW1,8.233333333333333,8.233333333333333,1
B  S11,LC,1.1675438596491228,-0.11666666666666667,19
B  S11,LIR,0.7442778002972572,0.016666666666666666,2467
B  S11,ND G,0.3133040935672515,-0.075,114
B  S11,RK H2,-0.15,-0.15,1
B  S11,TO G,1.2166666666666666,1.2166666666666666,1
BA,GMI,3.2416666666666667,0.525,4
BA,MFL,35.38333333333333,35.38333333333333,2
BA,NIFG,11.5625,5.358333333333333,4
BA,OF,19.00462962962963,6.333333333333333,18
BA,OW,3.5324074074074074,-0.8583333333333333,18
BA,STIG,19.95,19.95,1
BA,SUE,8.75,8.75,1
BA,VBO,40.0,42.166666666666664,3
BC,BE,25.108333333333334,2.958333333333333,4
BC,FK H1N,0.21666666666666667,0.21666666666666667,1
BC,GMI,8.447222222222223,1.8166666666666667,192
BC,GU Z2,-2.566666666666667,-2.566666666666667,1
BC,GZS,1.3957264957264959,0.675,156
BC,HE,16.567738095238095,8.858333333333334,140
BC,I,6.45,6.45,1
BC,K  S12,1.4333333333333333,1.4333333333333333,2
BC,KLSS21,11.328205128205129,9.408333333333333,26
BC,KTTG,16.474509803921567,4.65,17
BC,LEB,3.8333333333333335,3.8333333333333335,1
BC,MLX,10.62703644158628,3.9583333333333335,622
BC,NIFG,13.6140350877193,11.8,19
BC,OW,-1.8666666666666667,-1.8666666666666667,1
BC,PTA,13.176950354609929,5.7,141
BC,SBJ,10.109344894026975,4.433333333333334,173
BC,SBM,5.575,-0.875,6
BC,WBF,7.091666666666667,7.091666666666667,2
BC,WT,9.955693581780539,4.083333333333333,161
BCHH4,EH,-0.03031697341513293,-0.575,326
BDE,DOK,4.8625,3.675,4
BDE,ENZH1,5.411111111111111,0.08333333333333333,3
BDE,HAIH2,14.633333333333333,14.633333333333333,2
BDE,NW H2,4.062121212121212,2.6666666666666665,11
BDE,NW H3,5.966666666666666,6.333333333333333,6
BDE,NW S31,2.522619047619048,2.166666666666667,14
BDE,STRS21,10.533333333333333,10.533333333333333,1
BE,BC,-12.758333333333333,-14.541666666666666,4
BE,BE,2.125,0.8333333333333334,6
BE,BELG,11.1,11.1,1
BE,I,55.29333333333334,37.03333333333333,5
BE,I  W1,7.915299479166666,4.65,512
BE,I  Z1,3.3833333333333333,3.3833333333333333,1
BE,K,7.95,2.1333333333333333,5
BE,K  G,10.4265932792584,3.5,863
BE,K  S12,3.6398148148148146,0.2833333333333333,18
BE,MKI,23.595333333333333,13.616666666666667,25
BE,MLX,44.583333333333336,44.583333333333336,2
BE,SBM,24.016666666666666,24.016666666666666,1
BE,SCE,2.3333333333333335,2.3333333333333335,1
BE,STIG,0.25,0.25,1
BE,STIH1,9.3,9.05,4
BEH,BF S21,40.233333333333334,40.233333333333334,1
BEH,NBN,3.309090909090909,2.0833333333333335,11
BEL,BEH,34.93333333333333,34.93333333333333,1
BEL,BF S21,26.0,29.733333333333334,3
BEL,BU,2.7333333333333334,2.7333333333333334,1
BEL,BVSH1,8.688888888888888,1.6333333333333333,3
BEL,DUEH1,1.3333333333333333,1.3333333333333333,1
BEL,GAEH1,61.083333333333336,61.083333333333336,2
BEL,LB H1,21.758333333333336,22.758333333333333,6
BEL,LGF,66.19166666666666,66.19166666666666,2
BEL,NBN,4.456673441734417,2.925,492
BEL,NH H1,0.2518518518518518,0.2,9
BEL,O,5.879166666666667,1.8166666666666667,8
BEL,SUEW1,19.183333333333334,19.183333333333334,1
BELG,AG,0.5,0.5,1
BELG,AG H1,9.5125,6.633333333333333,4
BELG,BELG,8.394444444444444,5.633333333333334,3
BELG,BF S21,26.475925925925925,29.383333333333333,9
BELG,BU,0.3666666666666667,0.3666666666666667,2
BELG,BVSH1,24.50128205128205,22.45,13
BELG,CAT,29.4,29.4,1
BELG,FLD,5.3428571428571425,0.6333333333333333,7
BELG,HZ,11.416666666666666,11.416666666666666,1
BELG,LB H1,15.810256410256411,20.9,13
BELG,LGF,20.5,20.5,2
BELG,LP,29.716666666666665,29.716666666666665,1
BELG,MAT,4.411904761904762,3.5166666666666666,7
BELG,MD,2.0833333333333335,2.0833333333333335,1
BELG,MD S31,6.083333333333333,6.083333333333333,1
BELG,MI,8.15,8.15,1
BELG,NBN,3.644940271077418,1.65,2902
BELG,NH H1,3.2265432098765428,0.3333333333333333,27
BELG,O,8.022222222222222,2.2,15
BELG,OF,3.7777777777777777,2.466666666666667,9
BELG,OW,2.966666666666667,2.966666666666667,1
BELG,STR,11.316666666666666,11.316666666666666,1
BELG,WBB,11.533333333333333,11.533333333333333,1
BELG,WG S12,2.2333333333333334,2.2333333333333334,1
BF,BF H1,1.6666666666666667,1.6666666666666667,1
BF H1,BVSH1,40.28333333333333,40.28333333333333,1
BF H1,NBN,3.4600694444444446,2.525,96
BF S22,AHO,1.8166666666666664,2.4833333333333334,3
BF S22,BEL,6.6450000000000005,5.591666666666667,10
BF S22,BELG,6.283333333333333,6.125,8
BF S22,DOK,10.866666666666667,10.866666666666667,1
BF S22,GR S11,6.241666666666667,6.241666666666667,2
BF S22,KO A1A,4.183333333333334,1.6166666666666667,3
BF S22,NW H2,11.694444444444443,3.4416666666666664,6
BF S22,NW H3,4.508333333333333,4.508333333333333,2
BF S22,NW S31,4.120833333333334,4.05,4
BF S22,R  G,3.1166666666666667,3.1166666666666667,1
BF S22,S,6.033333333333334,2.4166666666666665,3
BF S22,STRS21,2.8833333333333333,2.8833333333333333,1
BF S22,WBB,1.85,1.85,2
BF S22,ZD,7.6875,4.725,4
BG,AMOH2,3.347727272727272,1.1749999999999998,22
BG,B  H1,0.8451509566438477,0.15,3798
BG,B  S12,0.18888888888888888,0.1,3
BG,BG,-13.644444444444446,-6.566666666666666,3
BG,DO H1,18.366666666666667,18.366666666666667,1
BG,FK H1,1.6285714285714286,0.20833333333333334,70
BG,GOTA1,0.572053872053872,0.21666666666666667,495
BG,HOS,0.6166666666666667,0.6166666666666667,1
BG,HOSZ1,-0.48865248226950353,-0.6833333333333333,47
BG,KLSS21,2.588888888888889,3.6333333333333333,3
BG,MLX,120.0,120.0,1
BG,MT G,0.7470521541950114,0.26666666666666666,294
BG,RK H1,0.7666666666666667,0.7666666666666667,1
BG,TGSK1,2.2312265917603,1.5666666666666667,356
BG,US,1.1,1.1,1
BG H1,AO S12,4.016666666666667,4.016666666666667,1
BG H1,B  H1,0.7175860023724792,0.18333333333333332,562
BG H1,BG H1,-15.016666666666667,-15.016666666666667,2
BG H1,FK H1,2.8833333333333333,1.9333333333333333,5
BG H1,GOTA1,0.7105413105413106,0.2833333333333333,117
BG H1,HOSZ1,0.1,0.1,1
BG H1,LC,24.675,24.675,2
BG H1,LC S11,53.28333333333333,53.28333333333333,1
BG H1,LIR,0.5853135313531354,-0.36666666666666664,202
BG H1,MT G,1.024561403508772,0.7833333333333333,19
BG H1,WT,-0.03333333333333333,-0.03333333333333333,1
BG H1,Z  A1,46.96666666666667,46.96666666666667,1
BGLH1,GZS,0.13333333333333333,0.13333333333333333,1
BGLH1A,GZS,7.026666666666666,2.183333333333333,5
BGLH2,BGLS12,1.3333333333333333,1.3333333333333333,1
BGLH2,DLBH1,42.72666666666667,29.25,5
BGLH2,G,2.033333333333333,2.033333333333333,1
BGLH2,GDB,1.65,1.65,1
BGLH2,GKF,0.7483695652173913,0.55,184
BGLH2,GZS,2.880617482571057,1.2166666666666666,4351
BGLH2,HEN,8.116666666666667,8.116666666666667,2
BGLH2,LBOA1,0.9829166666666668,1.1083333333333334,80
BGLH2,WSTZ1,12.066666666666666,12.066666666666666,2
BGLH2,WTT,2.7,2.7,1
BGLH2,WTTH1,1.65,1.65,1
BGT,MLX,11.975,10.708333333333332,4
BGTG,MLX,8.864124293785311,2.1666666666666665,118
BGTG,WULG,2.4,2.4,1
BGTG,WULS12,7.614814814814815,4.425000000000001,18
BH S11,WATS95,5.775,5.775,2
BH S12,HF S14,19.883333333333333,19.883333333333333,1
BH S12,OW,1.8666666666666665,1.25,5
BIB,AA,10.45,10.45,1
BIB,AP,-1.3166666666666667,-1.3166666666666667,1
BIB,HAR,-0.25833333333333336,-0.2583333333333333,8
BIB,MAT,4.516666666666667,4.516666666666667,1
BIB,NGG,17.863636363636363,2.8333333333333335,11
BIB,NW H2,5.894308943089431,4.3,41
BIB,NW H3,8.383333333333333,5.733333333333333,11
BIB,NW S31,7.786821705426356,6.783333333333333,43
BIB,REN,10.166666666666668,10.166666666666668,2
BIB,WBB,14.605555555555556,6.983333333333333,3
BK,BK,6.360897435897436,4.941666666666666,26
BK,BM,0.3333333333333333,0.3333333333333333,1
BK,GMI,-0.08240740740740742,-0.7333333333333334,18
BK,MZS,1.587843642611684,0.6083333333333334,388
BK,NI H1,1.9251384274640089,1.1833333333333333,1505
BK,NI S11,1.8041666666666667,0.675,8
BK,TELH1,2.1666666666666665,0.35833333333333334,18
BK,TELS11,0.7166666666666667,0.7166666666666667,1
BK,UM,0.6307017543859649,-0.18333333333333332,19
BL,BL,-17.581944444444446,-24.458333333333336,12
BL,GN,0.7333333333333333,0.7333333333333333,1
BL,KTTG,4.95,4.95,1
BL,OF,0.6814814814814816,0.25,9
BL,WULG,10.68,0.5666666666666667,5
BLE,BLE,10.016666666666666,4.233333333333333,5
BLE,DR,0.06111111111111111,-0.1,3
BLE,KTF,0.0726984126984127,-0.48333333333333334,105
BLE,SSVH3,0.4802588996763754,-0.06666666666666667,103
BLE,VBO,29.816666666666666,29.816666666666666,1
BLEG,BLEG,9.130555555555556,7.541666666666666,618
BLEG,PRV,-4.373928391326273,-5.7,661
BLG,KTF,5.833333333333333,5.833333333333333,1
BLS,EBR,0.837987987987988,0.058333333333333334,444
BLS,EF W1,6.883333333333334,6.883333333333334,1
BLS,GN,1.16014755684567,0.48333333333333334,2756
BLS,GOE,15.733333333333334,3.466666666666667,8
BLS,ID S11,1.75,0.5833333333333334,6
BLS,IZ,1.7333333333333334,1.7333333333333334,1
BLS,MUES41,0.5323080016083634,-0.15,829
BLS,NBN,1.2289870689655173,0.45,1392
BLS,OF,0.704931379390556,-0.4,1433
BLS,WP H1,-0.26666666666666666,-0.26666666666666666,1
BLS,ZE,-0.03333333333333333,-0.03333333333333333,1
BM,BM,32.59166666666667,32.59166666666667,2
BM,HP U1,-0.25,-0.25,1
BM,MZS,0.9666666666666667,0.9666666666666667,2
BM,NI H1,1.3416666666666666,1.3416666666666666,2
BM,RZNH1,-0.23333333333333334,-0.23333333333333334,1
BM,WI U3,-0.9333333333333333,-0.9333333333333333,1
BM S22,MZS,62.333333333333336,62.333333333333336,1
BM S33,ZG,3.05,3.05,1
BO,BO,16.566666666666666,16.566666666666666,2
BO,JP S21,0.6333333333333333,0.6333333333333333,1
BO S32,OW,5.810714285714286,2.275,28
BOB,BRIS31,-2.283333333333333,-2.283333333333333,1
BOB,GZS,120.0,120.0,1
BOB,HP U1,30.425,30.425,2
BOB,JP S21,0.792063492063492,0.43333333333333335,21
BOB,Z  H1,0.6702898550724637,0.11666666666666667,23
BPA,AA,80.76666666666667,80.76666666666667,1
BPA,AG H1,59.93333333333334,59.93333333333334,2
BPA,BA,22.928571428571427,1.0,7
BPA,BPA,49.25,49.25,2
BPA,DUEH1,0.31666666666666665,0.31666666666666665,1
BPA,ED,-0.4166666666666667,-0.4166666666666667,1
BPA,GMI,10.794369873228932,2.7,447
BPA,GRAS11,21.683333333333334,21.683333333333334,1
BPA,HFG,107.46666666666667,107.46666666666667,1
BPA,KTF,91.81388888888888,87.9,6
BPA,KUES21,11.464861995753715,5.433333333333334,157
BPA,LZ S31,4.233333333333333,4.233333333333333,1
BPA,LZVW4,2.5166666666666666,2.5166666666666666,2
BPA,MASH1H,70.41666666666667,70.41666666666667,1
BPA,MAT,56.93333333333333,56.93333333333333,1
BPA,MFL,9.808141762452106,3.2416666666666667,174
BPA,MLX,112.08333333333333,112.08333333333333,2
BPA,NH H1,28.5,28.5,1
BPA,NIFG,15.282767857142858,5.716666666666667,560
BPA,OF,13.430868838763576,6.933333333333334,1197
BPA,OW,3.7492013451029846,0.38333333333333336,793
BPA,SB G,5.895238095238095,3.6166666666666667,7
BPA,VBO,22.715567765567766,15.433333333333334,455
BPA,ZU,10.183333333333334,10.183333333333334,1
BR H3,HN H1,-0.11859869646182494,-0.3333333333333333,1432
BRE,GUNS12,34.21666666666667,34.21666666666667,1
BRF,HP U1,-1.15,-1.15,1
BRF,OW,5.050469483568075,1.8,142
BRF,SBM,51.575,51.575,2
BRI,H  H3,0.35285714285714287,0.19166666666666665,70
BRI,H  S31,1.0333333333333334,1.0333333333333334,1
BRIH1,H  H3,37.9,37.9,1
BRIS11,H  H3,5.128571428571428,2.1,7
BRIS32,JTIA1,18.983333333333334,18.983333333333334,1
BRIS32,K  G,-0.4666666666666667,-0.4666666666666667,1
BRO,GUR,0.31666666666666665,0.31666666666666665,1
BRO,HW Z3,4.375355191256831,0.35,305
BRO,LZW,3.6561290322580646,2.7333333333333334,155
BRO,MHO,0.14166666666666666,0.14166666666666666,2
BRO,MHOH2,-0.3,-0.3,1
BRO,MUN,18.45,18.45,1
BRO,NEUH1P,-0.1,-0.1,1
BRO,NEW,0.911401925391095,0.05,554
BRO,NST,-0.03431693989071037,-0.38333333333333336,305
BRO,RD,0.49123711340206183,0.1,97
BRO,RD H3,1.038006230529595,0.6,107
BRO,SBA,0.3333333333333333,0.3333333333333333,1
BRO,SBF,1.630766974629711,0.8,2273
BRO,SEES95,33.36666666666667,33.36666666666667,1
BRO,WE S92,0.1597333333333333,-0.5833333333333334,125
BRU,BRU,-3.258333333333333,3.5166666666666666,10
BRU,LZW,8.490151515151515,4.625,22
BRU,NEW,4.430555555555555,2.3,12
BRU,RD,1.25,1.25,2
BRU,RD H3,0.18333333333333332,-0.06666666666666667,3
BRUG,BRU,0.437719298245614,0.26666666666666666,19
BRUG,BRUG,0.23802616609783844,0.0,586
BRUG,GURA1,1.6666666666666667,1.6666666666666667,1
BRUG,LZW,4.882315945246022,3.5166666666666666,901
BRUG,NEW,1.5602180685358256,0.9666666666666667,1070
BRUG,RD,0.6614795918367348,0.4083333333333333,196
BRUG,RD H3,0.3968253968253968,0.08333333333333333,105
BS S11,BS S11,0.6833333333333333,0.6833333333333333,1
BS S11,BS S41,1.25,1.25,2
BS S11,GU Z2,-1.2245098039215687,-1.8,17
BS S11,GZS,1.7119047619047618,1.1666666666666667,7
BS S11,KLSS21,1.6805555555555554,-0.06666666666666667,6
BS S11,KT H1,-0.4166666666666667,-0.4166666666666667,1
BS S11,MTH,-0.013652011409461989,-0.6166666666666667,3389
BS S11,VB,2.783333333333333,2.783333333333333,2
BSE,AHO,1.8555888223552894,0.36666666666666664,167
BSE,BSE,-0.04166666666666667,-0.041666666666666664,4
BSE,F  S21,1.9746913580246912,1.0,81
BSE,GR,1.8297619047619047,1.75,14
BSE,GR S11,2.3540609137055837,1.0333333333333334,197
BSE,HZ,0.6694444444444444,-0.2916666666666667,6
BSE,JN,1.1833333333333333,1.1833333333333333,1
BSE,KLSS21,1.1814814814814814,0.8,117
BSE,KO,4.0625,4.8,4
BSE,KO A1A,1.9205,0.6000000000000001,100
BSE,KSW,0.7683235867446393,0.2833333333333333,171
BSE,R,71.325,71.325,2
BSE,R  A1,21.583333333333332,21.583333333333332,1
BSE,R  G,8.012121212121214,2.2,11
BSE,S,4.426282051282051,0.14166666666666666,78
BSE,SAH,0.7833333333333333,0.7833333333333333,1
BSE,SI,27.416666666666668,27.416666666666668,1
BSE,SI H2,30.241666666666667,30.241666666666667,2
BSE,SU,-0.08333333333333337,-1.2666666666666666,5
BSE,TFD,1.3833333333333333,1.3833333333333333,1
BSE,TFN,2.6201612903225806,2.3916666666666666,186
BSE,ZD,5.347512437810945,0.85,67
BU,AHO,1.9623015873015874,-0.08333333333333334,42
BU,BEL,1.5666666666666667,1.5666666666666667,1
BU,BSE,0.8106321839080459,0.3333333333333333,58
BU,BU,0.21666666666666667,0.21666666666666667,1
BU,BUN,-0.06666666666666667,-0.06666666666666667,1
BU,DOK,3.088963963963964,0.48333333333333334,74
BU,ENZH1,0.7490740740740741,0.20833333333333334,540
BU,F,0.7839622641509434,-0.35,53
BU,F  H1,0.6370098039215686,0.11666666666666667,204
BU,F  S21,9.05,9.05,1
BU,GEFS31,5.2094685990338165,4.383333333333334,2415
BU,GEFU2,2.4,2.4,1
BU,GR,0.9550925925925926,-0.275,108
BU,GR H1,19.975,19.975,2
BU,GR S11,1.3073206248345248,0.05,1259
BU,KO,1.5463541666666667,0.7083333333333333,32
BU,KO A1A,0.552970297029703,-0.3416666666666667,202
BU,KO H2,2.933333333333333,2.933333333333333,1
BU,LDFH1,4.136076512455515,3.2333333333333334,2248
BU,LG,13.416666666666666,13.416666666666666,1
BU,LG H1,6.98125,3.3583333333333334,8
BU,LGF,3.466666666666667,3.533333333333333,3
BU,LP,-0.05,-0.05,1
BU,MI,7.808333333333334,7.808333333333334,2
BU,N,21.197619047619046,23.083333333333332,7
BU,NW H2,1.5690281562216168,-0.04166666666666667,734
BU,NW H3,0.5269681742043552,-0.36666666666666664,199
BU,NW S31,2.3187441860465117,1.05,1075
BU,SI H2,17.308333333333334,18.383333333333333,10
BU,SNBH2,20.174444444444443,22.7,15
BU,STRS21,2.5078660436137072,0.26666666666666666,214
BU,SU,1.0646198830409357,-0.43333333333333335,57
BU,SU H1,32.14444444444444,30.583333333333332,3
BU,SUEW2,18.455555555555556,15.8,3
BU,WBB,4.0636363636363635,3.2333333333333334,11
BU,WBFS12,3.65,3.65,1
BU,WG,-0.041666666666666685,-0.041666666666666685,2
BU,WOL,3.9588888888888887,3.8833333333333333,60
BU,ZD,9.408333333333333,9.408333333333333,2
BUN,GR,2.433333333333333,2.433333333333333,1
BUN,LDFH1,11.383333333333333,11.383333333333333,1
BVS,MLX,8.0,8.0,1
BVSH1,AHO,5.955555555555556,1.8333333333333333,3
BVSH1,BEL,7.466666666666666,3.716666666666667,3
BVSH1,BELG,9.077777777777778,8.708333333333332,6
BVSH1,DOK,8.844444444444443,9.316666666666666,3
BVSH1,F  S21,7.8,7.8,1
BVSH1,GEFS31,1.4166666666666667,1.4166666666666667,1
BVSH1,GR,3.0582089552238805,2.033333333333333,67
BVSH1,GR H1,-1.3833333333333333,-1.3833333333333333,1
BVSH1,GR S11,3.220182465509568,2.466666666666667,749
BVSH1,KO,3.3690476190476195,4.766666666666667,7
BVSH1,KO A1A,8.851666666666667,4.175,20
BVSH1,LG H1,31.133333333333333,31.133333333333333,1
BVSH1,MD S12,7.316666666666667,7.316666666666667,2
BVSH1,NW H2,8.214705882352941,4.6083333333333325,34
BVSH1,NW H3,3.6479166666666667,1.7000000000000002,8
BVSH1,NW S31,8.16720430107527,4.083333333333333,31
BVSH1,R  G,12.991666666666667,12.991666666666667,2
BVSH1,S,6.722222222222222,0.3333333333333333,9
BVSH1,SI H2,15.185256410256411,14.208333333333334,26
BVSH1,STRS21,0.65,0.65,1
BVSH1,SU,25.975,25.975,2
BVSH1,SU H1,28.266666666666666,28.266666666666666,2
BVSH1,WBB,8.433333333333334,8.433333333333334,1
BVSH1,ZD,6.565384615384615,3.5,13
BVSS11,NBN,13.4625,11.008333333333333,4
BZ H1,K,1.853846153846154,1.6333333333333333,13
BZ H1,K  G,10.533333333333333,10.533333333333333,1
BZ H1,MKI,3.0527777777777776,2.65,12
BZ H1,MLX,44.300000000000004,38.38333333333333,3
BZ H1,WT,1.1710144927536232,-3.3833333333333333,23
CAT,CAT,-7.938888888888889,-8.666666666666666,9
CAT,ENZH1,-0.36666666666666664,-0.36666666666666664,1
CAT,F  S21,2.6129629629629627,1.3833333333333333,9
CAT,GR,0.16666666666666666,0.16666666666666666,1
CAT,GR S11,-0.11666666666666667,-0.11666666666666667,2
CAT,KO A1A,1.3166666666666667,1.3166666666666667,2
CAT,NW H2,12.691666666666666,12.691666666666666,2
CAT,NW S31,0.5166666666666667,-0.3333333333333333,11
CAT,ON,7.743333333333334,6.983333333333333,5
CAT,STRS21,13.283333333333333,13.283333333333333,1
CAT,ZD,-0.17666666666666667,-0.2,5
CF,HAIH2,2.7666666666666666,2.7666666666666666,1
CF,NW H2,-0.38333333333333336,-0.38333333333333336,1
CF Z1,ENZH1,13.145833333333334,12.5,4
CF Z1,GEFS31,7.05,7.05,1
CV,CV,-3.5,-3.5,1
