zugnummer,betriebstag,abfahrtzeit_soll,abfahrtzeit_ist,start_betriebsstelle,ankunftzeit_soll,ankunftzeit_ist,ziel_betriebsstelle,fahrzeit_delta
6516,2025-12-16,2025-12-16T08:37:00+0100,,PEMH1,2025-12-16T09:24:30+0100,,NBF,
6705,2025-12-16,2025-12-16T06:14:03+0100,,SHRH1,2025-12-16T06:50:30+0100,,PL,
7203,2025-12-16,2025-12-16T05:20:18+0100,,WIT,2025-12-16T05:39:42+0100,,PT,
7208,2025-12-16,2025-12-16T06:26:36+0100,,PT,2025-12-16T07:05:30+0100,,NBN,
7231,2025-12-16,2025-12-16T11:57:16+0100,,NBN,2025-12-16T12:37:06+0100,,PT,
7236,2025-12-16,2025-12-16T13:23:48+0100,,PT,2025-12-16T13:42:12+0100,,WIT,
7239,2025-12-16,2025-12-16T14:17:42+0100,,WIT,2025-12-16T14:37:06+0100,,PT,
7244,2025-12-16,2025-12-16T15:23:48+0100,,PT,2025-12-16T15:42:12+0100,,WIT,
7247,2025-12-16,2025-12-16T16:17:42+0100,,WIT,2025-12-16T16:37:06+0100,,PT,
7252,2025-12-16,2025-12-16T17:23:48+0100,,PT,2025-12-16T17:42:12+0100,,WIT,
7908,2025-12-16,2025-12-16T05:51:30+0100,,PAM,2025-12-16T06:26:30+0100,,NS,
8796,2025-12-16,2025-12-16T15:08:00+0100,,PG Z9,2025-12-16T15:34:15+0100,,GMI,
8797,2025-12-16,2025-12-16T17:55:09+0100,,GMI,2025-12-16T18:15:34+0100,,PG G,
20125,2025-12-16,2025-12-16T10:31:42+0100,,HF H4,2025-12-16T10:46:53+0100,,OW,
28513,2025-12-16,2025-12-16T12:53:18+0100,,NW S32,2025-12-16T13:32:24+0100,,BU,
28716,2025-12-16,2025-12-16T05:49:44+0100,,NBN,2025-12-16T07:38:32+0100,,STRS21,
709,2025-12-17,2025-12-17T18:04:50+0100,,LZW,2025-12-17T21:14:00+0100,,GMI,
1121,2025-12-17,2025-12-17T06:17:03+0100,,WATS12,2025-12-17T06:50:12+0100,,MLX,
1249,2025-12-17,2025-12-17T07:14:45+0100,,OF,2025-12-17T07:25:35+0100,,KLSS21,
1591,2025-12-17,2025-12-17T05:16:42+0100,,MZS,2025-12-17T06:31:51+0100,,GMI,
1640,2025-12-17,2025-12-17T14:24:42+0100,,OW,2025-12-17T15:22:21+0100,,WATS95,
1645,2025-12-17,2025-12-17T15:37:57+0100,,WATS96,2025-12-17T16:35:47+0100,,OW,
2130,2025-12-17,2025-12-17T19:02:00+0100,,WF H1,2025-12-17T21:04:25+0100,,PUE,
2205,2025-12-17,2025-12-17T05:20:21+0100,,NW S32,2025-12-17T06:24:06+0100,,NBN,
2208,2025-12-17,2025-12-17T06:34:42+0100,,NBN,2025-12-17T07:37:09+0100,,NW S31,
2350,2025-12-17,2025-12-17T16:40:18+0100,,NBN,2025-12-17T18:43:47+0100,,BEL,
2627,2025-12-17,2025-12-17T10:19:28+0100,,OF,2025-12-17T11:25:40+0100,,ESU,
2634,2025-12-17,2025-12-17T12:31:36+0100,,ESU,2025-12-17T13:40:58+0100,,OF,
2647,2025-12-17,2025-12-17T15:19:28+0100,,OF,2025-12-17T16:25:40+0100,,ESU,
2650,2025-12-17,2025-12-17T16:31:36+0100,,ESU,2025-12-17T17:40:58+0100,,OF,
3881,2025-12-17,2025-12-17T16:40:44+0100,,GL,2025-12-17T16:40:44+0100,,GL,
3883,2025-12-17,2025-12-17T16:03:48+0100,,GL,2025-12-17T16:03:48+0100,,GL,
3969,2025-12-17,2025-12-17T17:38:01+0100,,LZW,2025-12-17T18:31:58+0100,,WAKZ3,
3978,2025-12-17,2025-12-17T18:56:57+0100,,WAKZ3,2025-12-17T19:52:38+0100,,LZW,
4717,2025-12-17,2025-12-17T11:41:00+0100,,FEG,2025-12-17T12:50:47+0100,,GZS,
5331,2025-12-17,2025-12-17T15:22:12+0100,,H  H3,2025-12-17T16:03:01+0100,,WTS,
6400,2025-12-17,2025-12-17T04:54:24+0100,,GRUH3,2025-12-17T05:35:00+0100,,NBF,
7868,2025-12-17,2025-12-17T16:00:30+0100,,WUL,2025-12-17T16:02:06+0100,,WULH1H,
7872,2025-12-17,2025-12-17T17:00:30+0100,,WUL,2025-12-17T17:02:06+0100,,WULH1H,
7927,2025-12-17,2025-12-17T11:03:30+0100,,NS,2025-12-17T11:34:30+0100,,WAL,
7934,2025-12-17,2025-12-17T12:21:30+0100,,PAM,2025-12-17T12:56:30+0100,,NS,
7943,2025-12-17,2025-12-17T15:03:30+0100,,NS,2025-12-17T15:34:30+0100,,WAL,
7947,2025-12-17,2025-12-17T16:03:30+0100,,NS,2025-12-17T16:45:30+0100,,PAMK2,
7954,2025-12-17,2025-12-17T17:07:00+0100,,EM,2025-12-17T17:56:30+0100,,NS,
7957,2025-12-17,2025-12-17T18:33:30+0100,,NS,2025-12-17T19:04:30+0100,,WAL,
7967,2025-12-17,2025-12-17T21:03:30+0100,,NS,2025-12-17T21:34:30+0100,,WAL,
7974,2025-12-17,2025-12-17T22:21:30+0100,,PAM,2025-12-17T22:56:30+0100,,NS,
8796,2025-12-17,2025-12-17T15:08:00+0100,,PG Z9,2025-12-17T15:34:15+0100,,GMI,
8797,2025-12-17,2025-12-17T17:55:09+0100,,GMI,2025-12-17T18:15:34+0100,,PG G,
21332,2025-12-17,2025-12-17T15:28:09+0100,,NF,2025-12-17T15:44:13+0100,,KZ S21,
21335,2025-12-17,2025-12-17T16:15:23+0100,,KZ H2,2025-12-17T16:31:42+0100,,NF,
27358,2025-12-17,2025-12-17T22:04:39+0100,,MAT,2025-12-17T22:26:03+0100,,NW S31,
28264,2025-12-17,2025-12-17T15:04:39+0100,,MAT,2025-12-17T15:53:19+0100,,KO A1A,
28272,2025-12-17,2025-12-17T15:34:39+0100,,MAT,2025-12-17T16:13:45+0100,,F  S21,
28674,2025-12-17,2025-12-17T04:34:33+0100,,O,2025-12-17T04:59:18+0100,,STRS21,
28681,2025-12-17,2025-12-17T16:35:43+0100,,KO A1A,2025-12-17T17:23:57+0100,,MAT,
28861,2025-12-17,2025-12-17T21:31:48+0100,,NW S32,2025-12-17T21:53:57+0100,,MAT,
289,2025-12-18,2025-12-18T21:23:22+0100,,MKI,2025-12-18T22:12:03+0100,,H  H3,
2183,2025-12-18,2025-12-18T04:34:13+0100,,PUE,2025-12-18T06:26:00+0100,,WF H1,
2251,2025-12-18,2025-12-18T16:50:22+0100,,NW S32,2025-12-18T17:48:54+0100,,NBN,
3881,2025-12-18,2025-12-18T16:40:44+0100,,GL,2025-12-18T16:40:44+0100,,GL,
4503,2025-12-18,2025-12-18T06:22:12+0100,,BLE,2025-12-18T06:47:17+0100,,KTF,
4880,2025-12-18,2025-12-18T19:36:55+0100,,NI H1,2025-12-18T19:49:30+0100,,BK,
4881,2025-12-18,2025-12-18T19:04:48+0100,,BK,2025-12-18T19:23:30+0100,,NI H1,
4882,2025-12-18,2025-12-18T20:36:55+0100,,NI H1,2025-12-18T20:45:00+0100,,STL,
4883,2025-12-18,2025-12-18T20:04:48+0100,,BK,2025-12-18T20:23:30+0100,,NI H1,
6208,2025-12-18,2025-12-18T06:30:27+0100,,HNAS11,2025-12-18T07:22:29+0100,,KRV,
7381,2025-12-18,2025-12-18T20:09:20+0100,,GZS,2025-12-18T21:09:06+0100,,BGLH2,
7386,2025-12-18,2025-12-18T21:49:57+0100,,BGLH2,2025-12-18T22:50:51+0100,,GZS,
7701,2025-12-18,2025-12-18T04:46:48+0100,,OF,2025-12-18T05:41:15+0100,,XYPTA,
7710,2025-12-18,2025-12-18T06:46:00+0100,,PTA,2025-12-18T07:43:09+0100,,OF,
9040,2025-12-18,2025-12-18T13:09:12+0100,,KLSS22,2025-12-18T13:23:08+0100,,HZ,
9042,2025-12-18,2025-12-18T13:39:12+0100,,KLSS22,2025-12-18T13:53:08+0100,,HZ,
9043,2025-12-18,2025-12-18T13:38:08+0100,,HZ,2025-12-18T13:51:29+0100,,KLSS21,
9044,2025-12-18,2025-12-18T14:09:12+0100,,KLSS22,2025-12-18T14:23:08+0100,,HZ,
9045,2025-12-18,2025-12-18T14:08:08+0100,,HZ,2025-12-18T14:21:29+0100,,KLSS21,
9046,2025-12-18,2025-12-18T14:39:12+0100,,KLSS22,2025-12-18T14:53:08+0100,,HZ,
9047,2025-12-18,2025-12-18T14:38:08+0100,,HZ,2025-12-18T14:51:29+0100,,KLSS21,
9048,2025-12-18,2025-12-18T15:09:12+0100,,KLSS22,2025-12-18T15:23:08+0100,,HZ,
9049,2025-12-18,2025-12-18T15:08:08+0100,,HZ,2025-12-18T15:21:29+0100,,KLSS21,
9050,2025-12-18,2025-12-18T15:39:12+0100,,KLSS22,2025-12-18T15:53:08+0100,,HZ,
9051,2025-12-18,2025-12-18T15:38:08+0100,,HZ,2025-12-18T15:51:29+0100,,KLSS21,
9407,2025-12-18,2025-12-18T15:10:27+0100,,OF,2025-12-18T16:00:12+0100,,XHHE,
20072,2025-12-18,2025-12-18T22:28:12+0100,,OW,2025-12-18T23:07:30+0100,,RW H1,
26012,2025-12-18,2025-12-18T05:00:21+0100,,BLS,2025-12-18T06:39:09+0100,,NBN,
26021,2025-12-18,2025-12-18T06:37:03+0100,,NBN,2025-12-18T08:28:48+0100,,BLS,
26028,2025-12-18,2025-12-18T09:00:21+0100,,BLS,2025-12-18T09:37:26+0100,,OF,
27020,2025-12-18,2025-12-18T00:50:50+0100,,KLSS22,2025-12-18T01:23:03+0100,,NW S31,
27073,2025-12-18,2025-12-18T04:06:30+0100,,F,2025-12-18T04:39:49+0100,,KLSS21,
27133,2025-12-18,2025-12-18T07:20:47+0100,,STRS22,2025-12-18T08:16:15+0100,,KLSS21,
27156,2025-12-18,2025-12-18T09:12:48+0100,,KLSS22,2025-12-18T09:33:09+0100,,DOK,
27229,2025-12-18,2025-12-18T13:46:48+0100,,NW S32,2025-12-18T14:16:03+0100,,KLSS21,
27236,2025-12-18,2025-12-18T14:12:48+0100,,KLSS22,2025-12-18T14:41:03+0100,,NW S31,
27265,2025-12-18,2025-12-18T15:45:16+0100,,GEFS32,2025-12-18T16:41:30+0100,,FWS,
27288,2025-12-18,2025-12-18T16:49:16+0100,,HAIH2,2025-12-18T18:03:09+0100,,DOK,
28259,2025-12-18,2025-12-18T05:59:24+0100,,STRS22,2025-12-18T06:52:30+0100,,MI,
28339,2025-12-18,2025-12-18T08:00:14+0100,,STRS22,2025-12-18T09:01:00+0100,,LGF,
28674,2025-12-18,2025-12-18T04:34:33+0100,,O,2025-12-18T04:59:18+0100,,STRS21,
1622,2025-12-19,2025-12-19T09:54:42+0100,,OW,2025-12-19T10:52:21+0100,,WATS95,
1651,2025-12-19,2025-12-19T17:07:57+0100,,WATS96,2025-12-19T18:05:47+0100,,OW,
2120,2025-12-19,2025-12-19T16:31:00+0100,,WF H1,2025-12-19T17:41:40+0100,,SH,
2205,2025-12-19,2025-12-19T05:20:21+0100,,NW S32,2025-12-19T06:24:06+0100,,NBN,
2208,2025-12-19,2025-12-19T06:34:42+0100,,NBN,2025-12-19T07:37:09+0100,,NW S31,
2358,2025-12-19,2025-12-19T18:40:18+0100,,NBN,2025-12-19T19:47:09+0100,,NW S31,
2361,2025-12-19,2025-12-19T19:10:52+0100,,NW S32,2025-12-19T20:16:42+0100,,NBN,
2506,2025-12-19,2025-12-19T07:15:07+0100,,OF,2025-12-19T07:56:48+0100,,DNV,
2509,2025-12-19,2025-12-19T09:03:00+0100,,DNV,2025-12-19T09:45:14+0100,,OF,
2858,2025-12-19,2025-12-19T19:06:00+0100,,WF H1,2025-12-19T20:06:00+0100,,KRV,
2865,2025-12-19,2025-12-19T20:23:21+0100,,KRV,2025-12-19T21:27:00+0100,,WF H1,
5973,2025-12-19,2025-12-19T13:18:00+0100,,SM,2025-12-19T15:08:45+0100,,LZW,
7686,2025-12-19,2025-12-19T17:01:00+0100,,MLX,2025-12-19T18:19:33+0100,,HKAG,
7701,2025-12-19,2025-12-19T04:46:48+0100,,OF,2025-12-19T05:41:15+0100,,XYPTA,
7710,2025-12-19,2025-12-19T06:46:00+0100,,PTA,2025-12-19T07:43:09+0100,,OF,
9403,2025-12-19,2025-12-19T06:13:37+0100,,UR,2025-12-19T06:33:09+0100,,XHHE,
9404,2025-12-19,2025-12-19T06:57:00+0100,,HE,2025-12-19T07:50:34+0100,,OF,
20003,2025-12-19,2025-12-19T04:14:12+0100,,HU H4,2025-12-19T05:01:53+0100,,OW,
20050,2025-12-19,2025-12-19T16:58:12+0100,,OW,2025-12-19T17:37:30+0100,,RW H1,
26047,2025-12-19,2025-12-19T14:23:13+0100,,OF,2025-12-19T14:58:48+0100,,BLS,
26054,2025-12-19,2025-12-19T15:30:21+0100,,BLS,2025-12-19T17:22:39+0100,,NBN,
26061,2025-12-19,2025-12-19T16:37:03+0100,,NBN,2025-12-19T18:28:48+0100,,BLS,
26068,2025-12-19,2025-12-19T19:00:21+0100,,BLS,2025-12-19T20:52:39+0100,,NBN,
27101,2025-12-19,2025-12-19T05:46:48+0100,,NW S32,2025-12-19T07:09:30+0100,,HAIH2,
28624,2025-12-19,2025-12-19T01:04:39+0100,,MAT,2025-12-19T01:28:10+0100,,F,
28659,2025-12-19,2025-12-19T16:00:14+0100,,STRS22,2025-12-19T17:01:00+0100,,LGF,
28740,2025-12-19,2025-12-19T07:34:16+0100,,HAIH2,2025-12-19T08:48:01+0100,,F  H1,
28803,2025-12-19,2025-12-19T20:04:48+0100,,NW S32,2025-12-19T20:26:57+0100,,MAT,
92806,2025-12-19,2025-12-19T13:18:24+0100,,WV,2025-12-19T13:45:29+0100,,HFG,
92809,2025-12-19,2025-12-19T13:31:30+0100,,HFG,2025-12-19T13:56:44+0100,,WV,
92886,2025-12-19,2025-12-19T19:58:24+0100,,WV,2025-12-19T20:25:29+0100,,HFG,
92888,2025-12-19,2025-12-19T20:08:24+0100,,WV,2025-12-19T20:35:29+0100,,HFG,
2607,2025-12-20,2025-12-20T05:19:28+0100,,OF,2025-12-20T06:25:40+0100,,ESU,
2912,2025-12-20,2025-12-20T07:59:00+0100,,GLOS22,2025-12-20T09:12:09+0100,,DOK,
2923,2025-12-20,2025-12-20T09:43:20+0100,,DOK,2025-12-20T10:57:48+0100,,GLOS21,
2926,2025-12-20,2025-12-20T11:27:30+0100,,GLOS22,2025-12-20T11:52:42+0100,,NBS,
2929,2025-12-20,2025-12-20T12:04:18+0100,,NBS,2025-12-20T12:27:48+0100,,GLOS21,
2932,2025-12-20,2025-12-20T12:59:00+0100,,GLOS22,2025-12-20T14:12:09+0100,,DOK,
5746,2025-12-20,2025-12-20T09:25:00+0100,,MT,2025-12-20T09:37:00+0100,,LATH1,
5747,2025-12-20,2025-12-20T09:18:30+0100,,WO S12,2025-12-20T09:31:31+0100,,XSMT,
20122,2025-12-20,2025-12-20T10:13:12+0100,,OW,2025-12-20T10:27:42+0100,,HF H4,
20127,2025-12-20,2025-12-20T11:01:42+0100,,HF H4,2025-12-20T11:16:53+0100,,OW,
26028,2025-12-20,2025-12-20T09:00:21+0100,,BLS,2025-12-20T09:37:26+0100,,OF,
27152,2025-12-20,2025-12-20T09:15:39+0100,,MAT,2025-12-20T09:37:03+0100,,NW S31,
27164,2025-12-20,2025-12-20T09:04:16+0100,,HAIH2,2025-12-20T10:23:04+0100,,NW S31,
27312,2025-12-20,2025-12-20T19:15:39+0100,,MAT,2025-12-20T19:37:03+0100,,NW S31,
28624,2025-12-20,2025-12-20T01:04:39+0100,,MAT,2025-12-20T01:32:23+0100,,F  H1,
28741,2025-12-20,2025-12-20T18:30:30+0100,,F,2025-12-20T18:53:57+0100,,MAT,
92746,2025-12-20,2025-12-20T08:18:24+0100,,WV,2025-12-20T08:45:29+0100,,HFG,
92753,2025-12-20,2025-12-20T08:51:30+0100,,HFG,2025-12-20T09:16:44+0100,,WV,
92757,2025-12-20,2025-12-20T09:11:30+0100,,HFG,2025-12-20T09:36:44+0100,,WV,
92759,2025-12-20,2025-12-20T09:21:30+0100,,HFG,2025-12-20T09:46:44+0100,,WV,
92760,2025-12-20,2025-12-20T09:28:24+0100,,WV,2025-12-20T09:55:29+0100,,HFG,
92763,2025-12-20,2025-12-20T09:41:30+0100,,HFG,2025-12-20T10:06:44+0100,,WV,
92767,2025-12-20,2025-12-20T10:01:30+0100,,HFG,2025-12-20T10:26:44+0100,,WV,
5832,2025-12-21,2025-12-21T05:04:21+0100,,BRO,2025-12-21T05:50:30+0100,,NST,
5937,2025-12-21,2025-12-21T17:36:00+0100,,PA,2025-12-21T18:38:41+0100,,WE S92,
25001,2025-12-21,2025-12-21T04:44:00+0100,,STC,2025-12-21T05:20:42+0100,,HFG,
25091,2025-12-21,2025-12-21T02:55:45+0100,,STC,2025-12-21T03:31:42+0100,,HFG,
25092,2025-12-21,2025-12-21T03:47:54+0100,,HFG,2025-12-21T04:25:00+0100,,STC,
