zugnummer,betriebstag,abfahrtzeit_soll,abfahrtzeit_ist,start_betriebsstelle,ankunftzeit_soll,ankunftzeit_ist,ziel_betriebsstelle,fahrzeit_delta
7809,2025-12-08,2025-12-08T07:35:43+0100,,WULH1H,2025-12-08T07:37:30+0100,,WUL,
7810,2025-12-08,2025-12-08T10:19:30+0100,,WUL,2025-12-08T10:21:30+0100,,WULH1H,
7811,2025-12-08,2025-12-08T08:35:43+0100,,WULH1H,2025-12-08T08:37:30+0100,,WUL,
7812,2025-12-08,2025-12-08T11:19:30+0100,,WUL,2025-12-08T11:21:30+0100,,WULH1H,
7813,2025-12-08,2025-12-08T09:35:43+0100,,WULH1H,2025-12-08T09:37:30+0100,,WUL,
7814,2025-12-08,2025-12-08T12:19:30+0100,,WUL,2025-12-08T12:21:30+0100,,WULH1H,
7815,2025-12-08,2025-12-08T10:35:43+0100,,WULH1H,2025-12-08T10:37:30+0100,,WUL,
7816,2025-12-08,2025-12-08T13:19:30+0100,,WUL,2025-12-08T13:21:30+0100,,WULH1H,
7817,2025-12-08,2025-12-08T11:35:43+0100,,WULH1H,2025-12-08T11:37:30+0100,,WUL,
7818,2025-12-08,2025-12-08T14:19:30+0100,,WUL,2025-12-08T14:21:30+0100,,WULH1H,
7819,2025-12-08,2025-12-08T12:35:43+0100,,WULH1H,2025-12-08T12:37:30+0100,,WUL,
7820,2025-12-08,2025-12-08T15:19:30+0100,,WUL,2025-12-08T15:21:30+0100,,WULH1H,
7821,2025-12-08,2025-12-08T13:35:43+0100,,WULH1H,2025-12-08T13:37:30+0100,,WUL,
7822,2025-12-08,2025-12-08T16:19:30+0100,,WUL,2025-12-08T16:21:30+0100,,WULH1H,
7823,2025-12-08,2025-12-08T14:35:43+0100,,WULH1H,2025-12-08T14:37:30+0100,,WUL,
7824,2025-12-08,2025-12-08T17:19:30+0100,,WUL,2025-12-08T17:21:30+0100,,WULH1H,
7825,2025-12-08,2025-12-08T15:35:43+0100,,WULH1H,2025-12-08T15:37:30+0100,,WUL,
7826,2025-12-08,2025-12-08T18:19:30+0100,,WUL,2025-12-08T18:21:30+0100,,WULH1H,
7827,2025-12-08,2025-12-08T16:35:43+0100,,WULH1H,2025-12-08T16:37:30+0100,,WUL,
7828,2025-12-08,2025-12-08T19:19:30+0100,,WUL,2025-12-08T19:21:30+0100,,WULH1H,
7829,2025-12-08,2025-12-08T17:35:43+0100,,WULH1H,2025-12-08T17:37:30+0100,,WUL,
7830,2025-12-08,2025-12-08T20:19:30+0100,,WUL,2025-12-08T20:21:30+0100,,WULH1H,
7831,2025-12-08,2025-12-08T18:35:43+0100,,WULH1H,2025-12-08T18:37:30+0100,,WUL,
7832,2025-12-08,2025-12-08T21:19:30+0100,,WUL,2025-12-08T21:21:30+0100,,WULH1H,
7833,2025-12-08,2025-12-08T19:35:43+0100,,WULH1H,2025-12-08T19:37:30+0100,,WUL,
7834,2025-12-08,2025-12-08T22:19:30+0100,,WUL,2025-12-08T22:21:30+0100,,WULH1H,
7835,2025-12-08,2025-12-08T20:35:43+0100,,WULH1H,2025-12-08T20:37:30+0100,,WUL,
7836,2025-12-08,2025-12-08T23:19:30+0100,,WUL,2025-12-08T23:21:30+0100,,WULH1H,
7837,2025-12-08,2025-12-08T21:35:43+0100,,WULH1H,2025-12-08T21:37:30+0100,,WUL,
7838,2025-12-08,2025-12-09T00:19:30+0100,,WUL,2025-12-09T00:21:30+0100,,WULH1H,
7839,2025-12-08,2025-12-08T22:35:43+0100,,WULH1H,2025-12-08T22:37:30+0100,,WUL,
7840,2025-12-08,2025-12-08T01:21:30+0100,,WUL,2025-12-08T01:23:30+0100,,WULH1H,
25007,2025-12-08,2025-12-08T06:13:00+0100,,STC,2025-12-08T06:50:36+0100,,HFG,
25751,2025-12-08,2025-12-08T05:47:00+0100,,MFL,2025-12-08T05:55:10+0100,,SBJ,
25794,2025-12-08,2025-12-08T07:57:30+0100,,SBJ,2025-12-08T08:08:40+0100,,SB G,
29455,2025-12-08,2025-12-08T11:22:00+0100,,F,2025-12-08T12:02:48+0100,,BU,
29930,2025-12-08,2025-12-08T23:16:01+0100,,MAT,2025-12-08T23:37:51+0100,,NW H3,
1135,2025-12-09,2025-12-09T02:38:30+0100,,BA,2025-12-09T03:57:33+0100,,KLSS21,
1136,2025-12-09,2025-12-09T23:34:54+0100,,KLSS22,2025-12-10T00:40:33+0100,,XCBA,
1585,2025-12-09,2025-12-09T06:38:30+0100,,SFLH1,2025-12-09T07:19:55+0100,,OF,
1608,2025-12-09,2025-12-09T06:24:26+0100,,OW,2025-12-09T07:22:22+0100,,WATS95,
1612,2025-12-09,2025-12-09T07:24:26+0100,,OW,2025-12-09T08:22:22+0100,,WATS95,
1613,2025-12-09,2025-12-09T07:51:01+0100,,WATS96,2025-12-09T08:54:26+0100,,OW,
1619,2025-12-09,2025-12-09T09:21:01+0100,,WATS96,2025-12-09T10:24:26+0100,,OW,
1637,2025-12-09,2025-12-09T13:51:01+0100,,WATS96,2025-12-09T14:54:26+0100,,OW,
2334,2025-12-09,2025-12-09T12:40:18+0100,,NBN,2025-12-09T14:50:14+0100,,BEL,
2349,2025-12-09,2025-12-09T15:05:24+0100,,BEL,2025-12-09T16:08:30+0100,,F,
2361,2025-12-09,2025-12-09T19:10:21+0100,,NW S42,2025-12-09T20:19:00+0100,,NBN,
2374,2025-12-09,2025-12-09T22:40:18+0100,,NBN,2025-12-09T23:47:53+0100,,NW H3,
2841,2025-12-09,2025-12-09T14:23:21+0100,,KRV,2025-12-09T15:27:00+0100,,WF H1,
3595,2025-12-09,2025-12-09T17:42:10+0100,,PH S12,2025-12-09T18:22:48+0100,,PIC,
4044,2025-12-09,2025-12-09T15:06:32+0100,,GMI,2025-12-09T15:48:50+0100,,UE,
4052,2025-12-09,2025-12-09T17:06:32+0100,,GMI,2025-12-09T17:48:50+0100,,UE,
4057,2025-12-09,2025-12-09T16:10:16+0100,,UE,2025-12-09T16:54:09+0100,,GMI,
5835,2025-12-09,2025-12-09T14:09:00+0100,,NST,2025-12-09T14:56:38+0100,,BRO,
5955,2025-12-09,2025-12-09T12:48:09+0100,,BRO,2025-12-09T13:15:12+0100,,RD H3,
5956,2025-12-09,2025-12-09T13:44:12+0100,,RD H3,2025-12-09T14:13:42+0100,,BRO,
7706,2025-12-09,2025-12-09T05:46:00+0100,,PTA,2025-12-09T06:43:09+0100,,OF,
7710,2025-12-09,2025-12-09T06:46:00+0100,,PTA,2025-12-09T07:43:09+0100,,OF,
7834,2025-12-09,2025-12-09T22:19:30+0100,,WUL,2025-12-09T22:21:30+0100,,WULH1H,
7839,2025-12-09,2025-12-09T22:35:43+0100,,WULH1H,2025-12-09T22:37:30+0100,,WUL,
23644,2025-12-09,2025-12-09T16:08:01+0100,,MAT,2025-12-09T16:59:30+0100,,STRS21,
26039,2025-12-09,2025-12-09T12:22:56+0100,,OF,2025-12-09T12:58:48+0100,,BLS,
29461,2025-12-09,2025-12-09T11:14:58+0100,,F  S22,2025-12-09T12:04:30+0100,,LGF,
29617,2025-12-09,2025-12-09T15:00:15+0100,,STRS22,2025-12-09T15:50:57+0100,,MAT,
29701,2025-12-09,2025-12-09T17:14:58+0100,,F  S22,2025-12-09T18:04:30+0100,,LGF,
457,2025-12-10,2025-12-10T05:49:00+0100,,BA,2025-12-10T09:58:43+0100,,GMI,
1135,2025-12-10,2025-12-10T02:38:30+0100,,BA,2025-12-10T03:57:33+0100,,KLSS21,
1136,2025-12-10,2025-12-10T23:34:54+0100,,KLSS22,2025-12-11T00:40:33+0100,,XCBA,
1611,2025-12-10,2025-12-10T07:21:01+0100,,WATS96,2025-12-10T08:24:26+0100,,OW,
1623,2025-12-10,2025-12-10T10:21:01+0100,,WATS96,2025-12-10T11:24:26+0100,,OW,
2260,2025-12-10,2025-12-10T19:37:06+0100,,NBN,2025-12-10T20:37:53+0100,,NW H3,
2267,2025-12-10,2025-12-10T20:49:51+0100,,NW S42,2025-12-10T21:12:27+0100,,MAT,
2334,2025-12-10,2025-12-10T12:40:18+0100,,NBN,2025-12-10T14:50:14+0100,,BEL,
2349,2025-12-10,2025-12-10T15:05:24+0100,,BEL,2025-12-10T16:08:30+0100,,F,
2358,2025-12-10,2025-12-10T18:40:18+0100,,NBN,2025-12-10T19:47:53+0100,,NW H3,
2656,2025-12-10,2025-12-10T17:42:30+0100,,WUL,2025-12-10T18:42:37+0100,,UR,
2840,2025-12-10,2025-12-10T14:35:00+0100,,WF H1,2025-12-10T15:36:00+0100,,KRV,
2847,2025-12-10,2025-12-10T15:53:40+0100,,KRV,2025-12-10T16:54:00+0100,,WF H1,
2874,2025-12-10,2025-12-10T23:03:00+0100,,WF H1,2025-12-11T00:06:00+0100,,KRV,
5866,2025-12-10,2025-12-10T11:35:22+0100,,BRO,2025-12-10T12:50:12+0100,,SBF,
5867,2025-12-10,2025-12-10T13:09:10+0100,,SBF,2025-12-10T14:21:01+0100,,BRO,
5878,2025-12-10,2025-12-10T17:35:22+0100,,BRO,2025-12-10T18:50:12+0100,,SBF,
7884,2025-12-10,2025-12-10T20:42:30+0100,,WUL,2025-12-10T20:49:00+0100,,E,
7886,2025-12-10,2025-12-10T21:42:30+0100,,WUL,2025-12-10T21:49:00+0100,,E,
7887,2025-12-10,2025-12-10T21:10:00+0100,,E,2025-12-10T21:15:46+0100,,WULG,
7888,2025-12-10,2025-12-10T22:42:30+0100,,WUL,2025-12-10T22:49:00+0100,,E,
7889,2025-12-10,2025-12-10T22:10:00+0100,,E,2025-12-10T22:15:46+0100,,WULG,
7961,2025-12-10,2025-12-10T19:33:30+0100,,NS,2025-12-10T20:04:30+0100,,WAL,
19353,2025-12-10,2025-12-10T16:21:58+0100,,DRG,2025-12-10T18:19:00+0100,,NBN,
20529,2025-12-10,2025-12-10T06:51:30+0100,,HFG,2025-12-10T07:15:44+0100,,WV,
20550,2025-12-10,2025-12-10T08:40:24+0100,,WV,2025-12-10T09:05:29+0100,,HFG,
20557,2025-12-10,2025-12-10T09:11:30+0100,,HFG,2025-12-10T09:35:44+0100,,WV,
20564,2025-12-10,2025-12-10T09:50:24+0100,,WV,2025-12-10T10:15:29+0100,,HFG,
20571,2025-12-10,2025-12-10T10:21:30+0100,,HFG,2025-12-10T10:45:44+0100,,WV,
20578,2025-12-10,2025-12-10T11:00:24+0100,,WV,2025-12-10T11:25:29+0100,,HFG,
23324,2025-12-10,2025-12-10T08:08:01+0100,,MAT,2025-12-10T08:59:17+0100,,STRS21,
26068,2025-12-10,2025-12-10T19:00:21+0100,,BLS,2025-12-10T20:51:44+0100,,NBN,
29297,2025-12-10,2025-12-10T07:00:15+0100,,STRS22,2025-12-10T07:50:57+0100,,MAT,
29616,2025-12-10,2025-12-10T15:29:01+0100,,MAT,2025-12-10T15:50:40+0100,,NW H3,
185,2025-12-11,2025-12-11T20:04:00+0100,,I,2025-12-11T20:38:17+0100,,XISTI,
289,2025-12-11,2025-12-11T21:23:22+0100,,MKI,2025-12-11T22:12:03+0100,,H  H3,
457,2025-12-11,2025-12-11T05:49:00+0100,,BA,2025-12-11T09:58:43+0100,,GMI,
1135,2025-12-11,2025-12-11T02:38:30+0100,,BA,2025-12-11T03:57:33+0100,,KLSS21,
1136,2025-12-11,2025-12-11T23:34:54+0100,,KLSS22,2025-12-12T00:40:33+0100,,XCBA,
1604,2025-12-11,2025-12-11T05:24:26+0100,,OW,2025-12-11T06:22:22+0100,,WATS95,
1609,2025-12-11,2025-12-11T06:51:01+0100,,WATS96,2025-12-11T07:54:26+0100,,OW,
2201,2025-12-11,2025-12-11T04:19:51+0100,,NW S42,2025-12-11T05:21:30+0100,,NBN,
2349,2025-12-11,2025-12-11T15:05:24+0100,,BEL,2025-12-11T16:08:30+0100,,F,
2562,2025-12-11,2025-12-11T10:48:00+0100,,OF,2025-12-11T11:32:55+0100,,SFLH1,
2567,2025-12-11,2025-12-11T12:27:30+0100,,SFLH1,2025-12-11T13:13:01+0100,,OF,
2922,2025-12-11,2025-12-11T10:26:31+0100,,GLOS22,2025-12-11T10:51:42+0100,,NBS,
3653,2025-12-11,2025-12-11T11:53:34+0100,,SV A1,2025-12-11T12:11:40+0100,,STB,
3656,2025-12-11,2025-12-11T14:14:00+0100,,STB,2025-12-11T15:01:22+0100,,KUES21,
6154,2025-12-11,2025-12-11T05:16:00+0100,,GES,2025-12-11T06:07:14+0100,,SVE,
7953,2025-12-11,2025-12-11T17:33:30+0100,,NS,2025-12-11T18:04:30+0100,,WAL,
20508,2025-12-11,2025-12-11T05:10:24+0100,,WV,2025-12-11T05:35:29+0100,,HFG,
20515,2025-12-11,2025-12-11T05:41:30+0100,,HFG,2025-12-11T06:05:44+0100,,WV,
21104,2025-12-11,2025-12-11T05:23:50+0100,,WF H1,2025-12-11T05:44:14+0100,,KZ S21,
21105,2025-12-11,2025-12-11T06:15:19+0100,,KZ H2,2025-12-11T06:37:00+0100,,WF H1,
21110,2025-12-11,2025-12-11T06:53:30+0100,,WF H1,2025-12-11T07:14:28+0100,,KZ S21,
21111,2025-12-11,2025-12-11T07:45:23+0100,,KZ H2,2025-12-11T08:07:00+0100,,WF H1,
21116,2025-12-11,2025-12-11T08:23:50+0100,,WF H1,2025-12-11T08:44:14+0100,,KZ S21,
21117,2025-12-11,2025-12-11T09:15:19+0100,,KZ H2,2025-12-11T09:37:00+0100,,WF H1,
23604,2025-12-11,2025-12-11T15:08:01+0100,,MAT,2025-12-11T15:59:30+0100,,STRS21,
26016,2025-12-11,2025-12-11T06:00:21+0100,,BLS,2025-12-11T06:37:26+0100,,OF,
29296,2025-12-11,2025-12-11T06:19:44+0100,,NBN,2025-12-11T07:47:53+0100,,NW H3,
29577,2025-12-11,2025-12-11T14:00:15+0100,,STRS22,2025-12-11T14:50:57+0100,,MAT,
184,2025-12-12,2025-12-12T09:20:00+0100,,BE,2025-12-12T09:56:00+0100,,I,
1135,2025-12-12,2025-12-12T02:38:30+0100,,BA,2025-12-12T03:57:33+0100,,KLSS21,
1136,2025-12-12,2025-12-12T23:34:54+0100,,KLSS22,2025-12-13T00:40:33+0100,,XCBA,
2116,2025-12-12,2025-12-12T15:31:00+0100,,WF H1,2025-12-12T17:43:30+0100,,PUE,
2238,2025-12-12,2025-12-12T14:46:01+0100,,MAT,2025-12-12T16:23:28+0100,,XCS,
2251,2025-12-12,2025-12-12T16:49:51+0100,,NW S42,2025-12-12T17:49:06+0100,,NBN,
2264,2025-12-12,2025-12-12T21:14:30+0100,,MI,2025-12-12T21:37:53+0100,,NW H3,
2349,2025-12-12,2025-12-12T15:05:24+0100,,BEL,2025-12-12T17:19:00+0100,,NBN,
2508,2025-12-12,2025-12-12T08:15:08+0100,,OF,2025-12-12T08:52:37+0100,,XYDNV,
2511,2025-12-12,2025-12-12T10:03:00+0100,,DNV,2025-12-12T10:45:08+0100,,OF,
2802,2025-12-12,2025-12-12T05:06:00+0100,,WF H1,2025-12-12T06:06:00+0100,,KRV,
2809,2025-12-12,2025-12-12T06:23:21+0100,,KRV,2025-12-12T07:27:00+0100,,WF H1,
2811,2025-12-12,2025-12-12T06:53:40+0100,,KRV,2025-12-12T07:54:00+0100,,WF H1,
2853,2025-12-12,2025-12-12T17:23:21+0100,,KRV,2025-12-12T18:27:00+0100,,WF H1,
5955,2025-12-12,2025-12-12T12:48:09+0100,,BRO,2025-12-12T13:15:12+0100,,RD H3,
5956,2025-12-12,2025-12-12T13:44:12+0100,,RD H3,2025-12-12T14:13:42+0100,,BRO,
6412,2025-12-12,2025-12-12T07:38:54+0100,,GRUH3,2025-12-12T08:21:30+0100,,NBF,
6511,2025-12-12,2025-12-12T07:43:48+0100,,NBF,2025-12-12T08:40:30+0100,,PEMH1,
6518,2025-12-12,2025-12-12T08:57:54+0100,,PEMH1,2025-12-12T09:54:30+0100,,NBF,
7137,2025-12-12,2025-12-12T14:32:48+0100,,NGG,2025-12-12T15:07:03+0100,,HKAG,
7688,2025-12-12,2025-12-12T18:01:00+0100,,MLX,2025-12-12T19:19:33+0100,,HKAG,
7693,2025-12-12,2025-12-12T19:31:34+0100,,HKAG,2025-12-12T19:35:00+0100,,ASO,
9411,2025-12-12,2025-12-12T17:10:27+0100,,OF,2025-12-12T18:00:08+0100,,XHHE,
19004,2025-12-12,2025-12-12T06:34:33+0100,,O,2025-12-12T07:18:00+0100,,ON,
19007,2025-12-12,2025-12-12T07:44:00+0100,,ON,2025-12-12T08:23:47+0100,,O,
23244,2025-12-12,2025-12-12T06:06:30+0100,,MI,2025-12-12T06:59:17+0100,,STRS21,
23284,2025-12-12,2025-12-12T07:08:01+0100,,MAT,2025-12-12T07:59:17+0100,,STRS21,
23324,2025-12-12,2025-12-12T08:08:01+0100,,MAT,2025-12-12T08:59:17+0100,,STRS21,
23364,2025-12-12,2025-12-12T09:08:01+0100,,MAT,2025-12-12T09:59:17+0100,,STRS21,
23484,2025-12-12,2025-12-12T12:08:01+0100,,MAT,2025-12-12T12:59:17+0100,,STRS21,
23922,2025-12-12,2025-12-12T22:55:06+0100,,LGF,2025-12-12T23:59:17+0100,,STRS21,
29209,2025-12-12,2025-12-12T05:13:18+0100,,NW S42,2025-12-12T06:43:00+0100,,NBN,
29217,2025-12-12,2025-12-12T05:00:10+0100,,STRS22,2025-12-12T05:50:57+0100,,MAT,
29257,2025-12-12,2025-12-12T05:59:38+0100,,STRS22,2025-12-12T06:51:00+0100,,MAT,
29297,2025-12-12,2025-12-12T07:00:15+0100,,STRS22,2025-12-12T07:50:57+0100,,MAT,
29337,2025-12-12,2025-12-12T08:00:15+0100,,STRS22,2025-12-12T08:50:57+0100,,MAT,
29377,2025-12-12,2025-12-12T09:00:15+0100,,STRS22,2025-12-12T09:50:57+0100,,MAT,
29457,2025-12-12,2025-12-12T11:00:15+0100,,STRS22,2025-12-12T11:50:57+0100,,MAT,
93304,2025-12-12,2025-12-12T11:20:21+0100,,GZS,2025-12-12T11:59:06+0100,,KTF,
93307,2025-12-12,2025-12-12T15:31:24+0100,,KTF,2025-12-12T16:10:41+0100,,GZS,
184,2025-12-13,2025-12-13T09:20:00+0100,,BE,2025-12-13T09:56:00+0100,,I,
494,2025-12-13,2025-12-13T19:14:33+0100,,MLX,2025-12-13T21:34:28+0100,,PAV,
890,2025-12-13,2025-12-13T17:22:00+0100,,BG H1,2025-12-13T17:25:30+0100,,LC S11,
1135,2025-12-13,2025-12-13T02:38:30+0100,,BA,2025-12-13T03:57:33+0100,,KLSS21,
1136,2025-12-13,2025-12-13T23:34:54+0100,,KLSS22,2025-12-14T00:40:33+0100,,XCBA,
1542,2025-12-13,2025-12-13T05:05:22+0100,,SAAS11,2025-12-13T06:12:36+0100,,HP U1,
7761,2025-12-13,2025-12-13T19:46:45+0100,,OF,2025-12-13T20:41:10+0100,,XYPTA,
7768,2025-12-13,2025-12-13T21:16:00+0100,,PTA,2025-12-13T22:13:29+0100,,OF,
8623,2025-12-13,2025-12-13T09:17:00+0100,,GLD,2025-12-13T09:35:23+0100,,XAWI,
9563,2025-12-13,2025-12-13T11:53:40+0100,,KRV,2025-12-13T12:56:30+0100,,WF H1,
20130,2025-12-13,2025-12-13T12:12:52+0100,,OW,2025-12-13T12:27:42+0100,,HF H4,
20135,2025-12-13,2025-12-13T13:01:42+0100,,HF H4,2025-12-13T13:16:53+0100,,OW,
20148,2025-12-13,2025-12-13T16:42:52+0100,,OW,2025-12-13T16:59:30+0100,,UP,
20153,2025-12-13,2025-12-13T17:30:00+0100,,UP,2025-12-13T17:46:53+0100,,OW,
20548,2025-12-13,2025-12-13T08:30:24+0100,,WV,2025-12-13T08:55:29+0100,,HFG,
20555,2025-12-13,2025-12-13T09:01:30+0100,,HFG,2025-12-13T09:25:44+0100,,WV,
20562,2025-12-13,2025-12-13T09:40:24+0100,,WV,2025-12-13T10:05:29+0100,,HFG,
26040,2025-12-13,2025-12-13T12:00:21+0100,,BLS,2025-12-13T12:37:26+0100,,OF,
26043,2025-12-13,2025-12-13T13:22:56+0100,,OF,2025-12-13T13:58:48+0100,,BLS,
29339,2025-12-13,2025-12-13T08:00:15+0100,,STRS22,2025-12-13T09:04:30+0100,,LGF,
27,2025-12-14,2025-12-14T16:29:00+0100,,PA,2025-12-14T18:44:39+0100,,MLX,
461,2025-12-14,2025-12-14T02:40:30+0100,,MFL,2025-12-14T06:00:48+0100,,MLX,
842,2025-12-14,2025-12-14T21:35:53+0100,,KLSS22,2025-12-14T21:46:57+0100,,OF,
1504,2025-12-14,2025-12-14T07:38:32+0100,,SBM,2025-12-14T09:31:05+0100,,Z  H1,
1663,2025-12-14,2025-12-14T20:07:57+0100,,WATS96,2025-12-14T21:05:47+0100,,OW,
2904,2025-12-14,2025-12-14T05:59:00+0100,,GLOS22,2025-12-14T07:03:00+0100,,MLX,
5545,2025-12-14,2025-12-14T19:36:00+0100,,PFS,2025-12-14T19:55:00+0100,,RT H1,
6599,2025-12-14,2025-12-14T22:27:27+0100,,MLX,2025-12-14T23:00:10+0100,,NBN,
21096,2025-12-14,2025-12-14T16:04:00+0100,,TUS,2025-12-14T16:07:29+0100,,TFDE2,
